snp	 s0	s1	s2	s3	
4	33	119	133	172	
1	143	NA NA NA 
2	125	175	NA NA 
4	7	76	90	143	
4	23	74	149	177	
3	85	122	173	NA 
4	42	93	106	153	
2	110	126	NA NA 
2	80	146	NA NA 
2	31	142	NA NA 
3	124	173	181	NA 
3	56	156	170	NA 
3	27	144	173	NA 
3	8	112	126	NA 
1	176	NA NA NA 
2	113	136	NA NA 
2	154	175	NA NA 
3	64	143	175	NA 
2	128	166	NA NA 
3	56	86	146	NA 
2	35	130	NA NA 
3	95	127	162	NA 
2	128	157	NA NA 
3	74	90	152	NA 
2	8	71	NA NA 
4	27	89	130	146	
4	76	85	134	135	
2	125	142	NA NA 
3	80	123	147	NA 
4	38	81	130	148	
2	130	168	NA NA 
3	35	112	154	NA 
4	77	162	167	176	
3	95	121	155	NA 
2	125	142	NA NA 
2	30	167	NA NA 
3	122	131	142	NA 
2	122	149	NA NA 
2	66	113	NA NA 
3	8	92	133	NA 
1	88	NA NA NA 
3	108	113	146	NA 
1	130	NA NA NA 
1	130	NA NA NA 
2	44	130	NA NA 
2	126	131	NA NA 
4	111	121	149	155	
3	81	106	153	NA 
2	74	162	NA NA 
1	130	NA NA NA 
2	145	170	NA NA 
2	30	138	NA NA 
2	130	157	NA NA 
3	8	72	145	NA 
1	174	NA NA NA 
2	101	144	NA NA 
2	34	145	NA NA 
1	92	NA NA NA 
1	137	NA NA NA 
3	48	144	158	NA 
3	48	77	179	NA 
2	92	139	NA NA 
3	122	159	177	NA 
3	128	131	161	NA 
2	30	150	NA NA 
2	30	162	NA NA 
1	180	NA NA NA 
1	128	NA NA NA 
2	113	162	NA NA 
1	75	NA NA NA 
2	29	121	NA NA 
2	8	163	NA NA 
1	93	NA NA NA 
1	177	NA NA NA 
3	143	148	149	NA 
3	103	156	177	NA 
4	16	101	122	177	
3	130	154	169	NA 
3	9	104	125	NA 
4	84	93	113	161	
3	84	114	130	NA 
2	84	142	NA NA 
2	8	142	NA NA 
1	175	NA NA NA 
4	10	27	62	70	
1	75	NA NA NA 
2	84	175	NA NA 
3	52	79	142	NA 
3	31	75	125	NA 
2	163	180	NA NA 
2	24	145	NA NA 
2	30	153	NA NA 
1	145	NA NA NA 
4	79	80	121	173	
3	13	73	154	NA 
3	9	13	178	NA 
1	144	NA NA NA 
4	52	73	150	181	
2	93	162	NA NA 
4	51	109	123	138	
2	23	176	NA NA 
4	56	109	116	134	
3	72	117	158	NA 
4	106	121	128	162	
3	66	86	128	NA 
3	2	41	125	NA 
2	115	141	NA NA 
1	142	NA NA NA 
2	74	143	NA NA 
3	42	124	156	NA 
3	44	62	146	NA 
2	21	177	NA NA 
3	72	148	166	NA 
4	9	139	163	175	
3	10	117	173	NA 
2	116	142	NA NA 
3	81	101	179	NA 
1	128	NA NA NA 
4	115	128	158	174	
4	43	61	127	180	
2	117	120	NA NA 
1	123	NA NA NA 
