snp	 s0	s1	s2	s3	
0	NA NA NA NA 
0	NA NA NA NA 
1	63	NA NA NA 
3	30	51	104	NA 
2	63	76	NA NA 
2	76	109	NA NA 
2	55	106	NA NA 
1	57	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
2	8	58	NA NA 
0	NA NA NA NA 
1	63	NA NA NA 
1	57	NA NA NA 
2	58	160	NA NA 
0	NA NA NA NA 
4	40	42	58	85	
2	63	141	NA NA 
2	63	72	NA NA 
2	50	51	NA NA 
3	8	54	88	NA 
3	50	66	94	NA 
4	35	62	89	152	
2	51	106	NA NA 
1	62	NA NA NA 
0	NA NA NA NA 
1	63	NA NA NA 
3	8	95	142	NA 
2	37	60	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
4	19	88	104	141	
1	38	NA NA NA 
2	63	163	NA NA 
3	18	35	99	NA 
4	35	57	113	160	
2	46	51	NA NA 
0	NA NA NA NA 
2	55	120	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
2	59	72	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
3	12	26	28	NA 
1	63	NA NA NA 
4	34	38	71	128	
2	59	151	NA NA 
3	2	14	51	NA 
3	51	72	93	NA 
1	58	NA NA NA 
1	60	NA NA NA 
2	32	38	NA NA 
3	63	137	159	NA 
3	63	80	147	NA 
4	12	76	82	148	
0	NA NA NA NA 
1	57	NA NA NA 
1	63	NA NA NA 
1	63	NA NA NA 
1	63	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	63	NA NA NA 
1	56	NA NA NA 
1	63	NA NA NA 
3	50	61	104	NA 
2	18	63	NA NA 
4	30	58	119	152	
1	36	NA NA NA 
0	NA NA NA NA 
4	41	51	95	160	
2	14	64	NA NA 
1	160	NA NA NA 
3	57	110	111	NA 
4	25	51	56	99	
4	48	84	99	134	
3	23	55	62	NA 
3	26	60	104	NA 
1	55	NA NA NA 
1	51	NA NA NA 
3	50	76	111	NA 
1	54	NA NA NA 
3	41	117	160	NA 
0	NA NA NA NA 
1	57	NA NA NA 
2	30	60	NA NA 
1	38	NA NA NA 
1	52	NA NA NA 
1	63	NA NA NA 
0	NA NA NA NA 
2	54	133	NA NA 
3	54	62	89	NA 
3	58	65	110	NA 
1	59	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	127	NA NA NA 
2	50	63	NA NA 
1	63	NA NA NA 
2	54	104	NA NA 
4	25	38	75	94	
4	60	82	98	109	
1	63	NA NA NA 
0	NA NA NA NA 
1	63	NA NA NA 
1	56	NA NA NA 
4	24	63	127	130	
2	58	90	NA NA 
3	30	59	73	NA 
1	58	NA NA NA 
2	50	71	NA NA 
0	NA NA NA NA 
1	62	NA NA NA 
2	57	90	NA NA 
4	62	71	94	105	
0	NA NA NA NA 
3	54	62	89	NA 
1	61	NA NA NA 
2	62	72	NA NA 
1	63	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
2	43	63	NA NA 
2	48	58	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
3	56	80	81	NA 
3	57	62	72	NA 
1	63	NA NA NA 
1	62	NA NA NA 
1	58	NA NA NA 
4	50	116	127	142	
3	3	62	155	NA 
2	21	36	NA NA 
2	63	84	NA NA 
2	57	85	NA NA 
2	50	109	NA NA 
3	38	51	157	NA 
4	37	60	87	88	
3	50	112	163	NA 
2	55	62	NA NA 
1	61	NA NA NA 
3	58	74	163	NA 
3	50	53	130	NA 
4	37	51	56	79	
2	25	160	NA NA 
1	55	NA NA NA 
3	50	118	119	NA 
1	51	NA NA NA 
1	51	NA NA NA 
1	41	NA NA NA 
1	61	NA NA NA 
0	NA NA NA NA 
1	38	NA NA NA 
1	59	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
2	52	137	NA NA 
4	59	69	81	96	
1	62	NA NA NA 
1	61	NA NA NA 
2	81	95	NA NA 
3	49	57	58	NA 
1	56	NA NA NA 
3	25	30	83	NA 
1	62	NA NA NA 
0	NA NA NA NA 
2	50	145	NA NA 
2	51	71	NA NA 
0	NA NA NA NA 
1	39	NA NA NA 
2	62	117	NA NA 
1	57	NA NA NA 
1	51	NA NA NA 
0	NA NA NA NA 
