snp	 s0	s1	s2	s3	
4	5	75	93	148	
1	42	NA NA NA 
1	20	NA NA NA 
1	43	NA NA NA 
1	32	NA NA NA 
2	14	75	NA NA 
1	5	NA NA NA 
2	23	75	NA NA 
1	9	NA NA NA 
1	25	NA NA NA 
1	25	NA NA NA 
1	22	NA NA NA 
1	33	NA NA NA 
1	44	NA NA NA 
1	39	NA NA NA 
1	25	NA NA NA 
1	48	NA NA NA 
1	13	NA NA NA 
1	38	NA NA NA 
1	48	NA NA NA 
1	49	NA NA NA 
1	5	NA NA NA 
1	37	NA NA NA 
3	33	48	100	NA 
1	17	NA NA NA 
1	14	NA NA NA 
1	48	NA NA NA 
1	18	NA NA NA 
1	15	NA NA NA 
1	39	NA NA NA 
2	14	43	NA NA 
3	13	38	183	NA 
1	8	NA NA NA 
2	28	75	NA NA 
4	12	91	169	186	
3	16	48	75	NA 
2	21	75	NA NA 
2	48	75	NA NA 
2	38	75	NA NA 
4	25	43	75	111	
1	22	NA NA NA 
2	25	50	NA NA 
1	29	NA NA NA 
1	15	NA NA NA 
1	25	NA NA NA 
1	9	NA NA NA 
1	14	NA NA NA 
2	16	92	NA NA 
2	6	153	NA NA 
3	18	28	182	NA 
3	18	124	180	NA 
3	33	37	84	NA 
2	31	75	NA NA 
2	31	35	NA NA 
2	14	38	NA NA 
4	5	23	42	74	
1	19	NA NA NA 
1	39	NA NA NA 
1	28	NA NA NA 
2	13	128	NA NA 
1	27	NA NA NA 
2	25	76	NA NA 
4	23	29	103	120	
3	29	35	78	NA 
2	20	48	NA NA 
2	49	104	NA NA 
4	10	29	40	52	
2	29	75	NA NA 
4	31	41	75	119	
1	14	NA NA NA 
1	16	NA NA NA 
4	22	59	63	76	
2	30	31	NA NA 
4	17	31	87	142	
1	29	NA NA NA 
1	28	NA NA NA 
2	28	162	NA NA 
3	8	102	117	NA 
1	27	NA NA NA 
1	44	NA NA NA 
2	15	168	NA NA 
1	4	NA NA NA 
1	8	NA NA NA 
1	29	NA NA NA 
1	5	NA NA NA 
1	15	NA NA NA 
1	25	NA NA NA 
1	16	NA NA NA 
1	19	NA NA NA 
2	10	36	NA NA 
1	39	NA NA NA 
2	15	51	NA NA 
1	6	NA NA NA 
1	27	NA NA NA 
1	31	NA NA NA 
2	29	46	NA NA 
2	48	75	NA NA 
1	13	NA NA NA 
1	47	NA NA NA 
2	15	29	NA NA 
2	11	75	NA NA 
1	39	NA NA NA 
1	38	NA NA NA 
1	15	NA NA NA 
1	40	NA NA NA 
1	36	NA NA NA 
1	35	NA NA NA 
2	47	122	NA NA 
1	48	NA NA NA 
3	0	48	146	NA 
1	48	NA NA NA 
2	35	123	NA NA 
1	8	NA NA NA 
0	NA NA NA NA 
2	25	68	NA NA 
1	47	NA NA NA 
1	9	NA NA NA 
1	47	NA NA NA 
1	9	NA NA NA 
2	14	75	NA NA 
2	30	34	NA NA 
1	36	NA NA NA 
1	25	NA NA NA 
