snp	 s0	s1	s2	s3	
2	65	80	NA NA 
3	21	72	90	NA 
1	87	NA NA NA 
4	19	56	67	101	
1	90	NA NA NA 
2	35	98	NA NA 
2	63	65	NA NA 
1	63	NA NA NA 
3	25	70	71	NA 
4	1	33	38	72	
1	58	NA NA NA 
2	13	61	NA NA 
3	27	61	69	NA 
4	11	67	74	118	
1	66	NA NA NA 
2	11	68	NA NA 
2	77	124	NA NA 
2	47	68	NA NA 
1	87	NA NA NA 
1	65	NA NA NA 
3	58	73	75	NA 
1	68	NA NA NA 
1	78	NA NA NA 
3	0	15	96	NA 
1	99	NA NA NA 
1	65	NA NA NA 
2	76	87	NA NA 
2	45	99	NA NA 
2	73	84	NA NA 
1	73	NA NA NA 
2	61	99	NA NA 
1	99	NA NA NA 
2	7	87	NA NA 
3	61	63	92	NA 
2	67	137	NA NA 
2	58	91	NA NA 
1	61	NA NA NA 
3	19	104	115	NA 
1	79	NA NA NA 
4	65	77	80	118	
1	72	NA NA NA 
1	103	NA NA NA 
1	68	NA NA NA 
2	74	95	NA NA 
3	63	100	130	NA 
3	9	11	67	NA 
1	86	NA NA NA 
3	71	77	96	NA 
2	90	135	NA NA 
1	72	NA NA NA 
4	22	52	77	97	
2	71	90	NA NA 
2	19	99	NA NA 
2	66	83	NA NA 
2	70	104	NA NA 
1	67	NA NA NA 
1	66	NA NA NA 
1	87	NA NA NA 
1	69	NA NA NA 
1	75	NA NA NA 
4	61	77	134	136	
2	45	77	NA NA 
1	58	NA NA NA 
2	69	99	NA NA 
1	82	NA NA NA 
2	58	83	NA NA 
2	0	70	NA NA 
1	75	NA NA NA 
1	78	NA NA NA 
1	71	NA NA NA 
3	66	79	103	NA 
4	26	35	66	129	
1	58	NA NA NA 
1	100	NA NA NA 
4	7	79	102	106	
1	58	NA NA NA 
1	61	NA NA NA 
1	104	NA NA NA 
3	45	67	74	NA 
4	56	88	94	117	
3	16	63	102	NA 
3	58	75	90	NA 
3	25	33	61	NA 
4	12	32	66	77	
3	15	87	94	NA 
3	49	61	75	NA 
4	16	32	38	76	
1	76	NA NA NA 
1	68	NA NA NA 
1	95	NA NA NA 
1	70	NA NA NA 
1	69	NA NA NA 
1	90	NA NA NA 
1	75	NA NA NA 
1	66	NA NA NA 
1	104	NA NA NA 
1	76	NA NA NA 
1	67	NA NA NA 
1	74	NA NA NA 
4	35	47	58	69	
2	79	94	NA NA 
2	58	93	NA NA 
3	35	71	104	NA 
3	21	68	126	NA 
3	6	51	130	NA 
2	25	66	NA NA 
1	104	NA NA NA 
1	67	NA NA NA 
1	67	NA NA NA 
1	65	NA NA NA 
1	66	NA NA NA 
1	74	NA NA NA 
1	65	NA NA NA 
1	68	NA NA NA 
1	65	NA NA NA 
1	61	NA NA NA 
1	90	NA NA NA 
1	98	NA NA NA 
3	58	72	74	NA 
2	75	79	NA NA 
1	67	NA NA NA 
3	79	91	104	NA 
1	72	NA NA NA 
1	100	NA NA NA 
1	72	NA NA NA 
4	0	90	99	108	
1	94	NA NA NA 
1	88	NA NA NA 
4	16	39	95	135	
2	35	66	NA NA 
1	58	NA NA NA 
2	65	92	NA NA 
2	13	90	NA NA 
4	14	19	75	95	
1	100	NA NA NA 
1	104	NA NA NA 
