snp	 s0	s1	s2	s3	
2	70	181	NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
2	103	181	NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
2	171	173	NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
1	166	NA NA NA 
3	7	95	129	NA 
2	95	129	NA NA 
3	78	94	129	NA 
1	166	NA NA NA 
1	166	NA NA NA 
1	171	NA NA NA 
1	180	NA NA NA 
1	166	NA NA NA 
2	156	180	NA NA 
4	135	137	143	166	
0	NA NA NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
2	178	181	NA NA 
1	166	NA NA NA 
1	180	NA NA NA 
2	18	175	NA NA 
1	166	NA NA NA 
1	175	NA NA NA 
1	166	NA NA NA 
1	166	NA NA NA 
1	180	NA NA NA 
1	181	NA NA NA 
1	175	NA NA NA 
1	171	NA NA NA 
3	2	77	175	NA 
2	117	171	NA NA 
1	180	NA NA NA 
1	181	NA NA NA 
1	171	NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
1	181	NA NA NA 
1	181	NA NA NA 
1	171	NA NA NA 
1	180	NA NA NA 
1	171	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
2	122	125	NA NA 
1	181	NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	78	NA NA NA 
1	171	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	180	NA NA NA 
1	178	NA NA NA 
0	NA NA NA NA 
1	171	NA NA NA 
1	166	NA NA NA 
1	180	NA NA NA 
1	171	NA NA NA 
1	175	NA NA NA 
1	166	NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	181	NA NA NA 
1	180	NA NA NA 
2	10	180	NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
1	171	NA NA NA 
1	181	NA NA NA 
1	171	NA NA NA 
0	NA NA NA NA 
1	180	NA NA NA 
2	168	180	NA NA 
1	180	NA NA NA 
1	166	NA NA NA 
1	171	NA NA NA 
1	180	NA NA NA 
2	146	181	NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	181	NA NA NA 
1	181	NA NA NA 
1	181	NA NA NA 
1	171	NA NA NA 
1	175	NA NA NA 
1	175	NA NA NA 
1	181	NA NA NA 
1	178	NA NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
1	171	NA NA NA 
1	181	NA NA NA 
1	178	NA NA NA 
1	175	NA NA NA 
1	175	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	180	NA NA NA 
1	171	NA NA NA 
1	118	NA NA NA 
1	175	NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	166	NA NA NA 
1	166	NA NA NA 
1	171	NA NA NA 
1	166	NA NA NA 
1	166	NA NA NA 
1	180	NA NA NA 
1	166	NA NA NA 
1	166	NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	181	NA NA NA 
1	181	NA NA NA 
2	110	130	NA NA 
1	175	NA NA NA 
1	181	NA NA NA 
1	175	NA NA NA 
1	171	NA NA NA 
2	143	175	NA NA 
1	180	NA NA NA 
4	138	157	158	180	
4	91	103	111	163	
0	NA NA NA NA 
1	181	NA NA NA 
1	175	NA NA NA 
2	126	166	NA NA 
3	16	38	175	NA 
1	180	NA NA NA 
1	180	NA NA NA 
1	181	NA NA NA 
1	175	NA NA NA 
1	166	NA NA NA 
1	180	NA NA NA 
4	1	58	80	180	
3	28	36	178	NA 
2	129	163	NA NA 
2	65	180	NA NA 
2	106	122	NA NA 
2	106	122	NA NA 
0	NA NA NA NA 
1	180	NA NA NA 
0	NA NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	171	NA NA NA 
1	166	NA NA NA 
1	180	NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	181	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	171	NA NA NA 
2	171	180	NA NA 
1	166	NA NA NA 
1	166	NA NA NA 
1	175	NA NA NA 
1	171	NA NA NA 
4	19	116	125	163	
1	180	NA NA NA 
1	181	NA NA NA 
2	144	166	NA NA 
1	175	NA NA NA 
2	9	171	NA NA 
1	178	NA NA NA 
0	NA NA NA NA 
1	180	NA NA NA 
1	171	NA NA NA 
1	175	NA NA NA 
2	3	180	NA NA 
1	175	NA NA NA 
4	26	123	161	175	
1	175	NA NA NA 
0	NA NA NA NA 
1	171	NA NA NA 
1	166	NA NA NA 
1	166	NA NA NA 
4	54	94	111	171	
1	181	NA NA NA 
2	175	180	NA NA 
2	54	181	NA NA 
1	180	NA NA NA 
1	181	NA NA NA 
2	142	166	NA NA 
2	40	171	NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
1	181	NA NA NA 
1	181	NA NA NA 
1	78	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	175	NA NA NA 
2	157	181	NA NA 
2	162	171	NA NA 
1	171	NA NA NA 
1	181	NA NA NA 
3	76	166	171	NA 
1	166	NA NA NA 
1	180	NA NA NA 
1	181	NA NA NA 
2	63	175	NA NA 
1	180	NA NA NA 
1	171	NA NA NA 
1	175	NA NA NA 
2	29	181	NA NA 
1	181	NA NA NA 
1	166	NA NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
0	NA NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	175	NA NA NA 
1	163	NA NA NA 
0	NA NA NA NA 
1	171	NA NA NA 
1	178	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
1	110	NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
0	NA NA NA NA 
1	77	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	166	NA NA NA 
1	175	NA NA NA 
1	181	NA NA NA 
1	180	NA NA NA 
1	166	NA NA NA 
1	178	NA NA NA 
0	NA NA NA NA 
1	181	NA NA NA 
0	NA NA NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	181	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
0	NA NA NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
2	16	180	NA NA 
1	181	NA NA NA 
1	175	NA NA NA 
2	3	166	NA NA 
1	166	NA NA NA 
1	171	NA NA NA 
1	178	NA NA NA 
1	166	NA NA NA 
0	NA NA NA NA 
1	175	NA NA NA 
1	171	NA NA NA 
2	149	175	NA NA 
1	180	NA NA NA 
4	32	89	92	99	
1	166	NA NA NA 
1	166	NA NA NA 
1	175	NA NA NA 
1	178	NA NA NA 
1	175	NA NA NA 
1	166	NA NA NA 
1	175	NA NA NA 
1	175	NA NA NA 
1	77	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	166	NA NA NA 
1	171	NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
1	181	NA NA NA 
1	166	NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
0	NA NA NA NA 
1	175	NA NA NA 
3	130	152	181	NA 
1	181	NA NA NA 
1	180	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	166	NA NA NA 
1	166	NA NA NA 
2	163	166	NA NA 
1	166	NA NA NA 
2	66	178	NA NA 
1	180	NA NA NA 
4	16	59	158	171	
2	164	166	NA NA 
1	181	NA NA NA 
1	181	NA NA NA 
1	171	NA NA NA 
1	175	NA NA NA 
2	171	175	NA NA 
1	175	NA NA NA 
1	175	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	178	NA NA NA 
2	175	181	NA NA 
1	175	NA NA NA 
1	175	NA NA NA 
3	3	78	178	NA 
2	67	181	NA NA 
1	175	NA NA NA 
1	175	NA NA NA 
1	181	NA NA NA 
2	166	174	NA NA 
1	180	NA NA NA 
2	76	180	NA NA 
1	181	NA NA NA 
2	122	170	NA NA 
1	175	NA NA NA 
2	58	175	NA NA 
1	181	NA NA NA 
0	NA NA NA NA 
1	171	NA NA NA 
1	181	NA NA NA 
0	NA NA NA NA 
3	137	151	172	NA 
0	NA NA NA NA 
1	181	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
2	125	126	NA NA 
2	116	130	NA NA 
1	77	NA NA NA 
1	166	NA NA NA 
1	175	NA NA NA 
1	181	NA NA NA 
1	180	NA NA NA 
1	178	NA NA NA 
1	166	NA NA NA 
1	175	NA NA NA 
1	181	NA NA NA 
1	180	NA NA NA 
1	175	NA NA NA 
1	181	NA NA NA 
1	175	NA NA NA 
1	166	NA NA NA 
1	181	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	171	NA NA NA 
0	NA NA NA NA 
1	171	NA NA NA 
1	171	NA NA NA 
1	175	NA NA NA 
1	166	NA NA NA 
2	112	166	NA NA 
1	171	NA NA NA 
1	181	NA NA NA 
1	166	NA NA NA 
3	114	123	181	NA 
2	21	171	NA NA 
1	175	NA NA NA 
2	40	181	NA NA 
3	8	81	181	NA 
1	181	NA NA NA 
3	23	45	175	NA 
2	21	180	NA NA 
3	89	136	175	NA 
1	180	NA NA NA 
4	55	89	171	180	
3	84	104	171	NA 
2	81	178	NA NA 
2	7	178	NA NA 
3	117	145	181	NA 
1	171	NA NA NA 
3	43	97	166	NA 
1	166	NA NA NA 
1	181	NA NA NA 
2	77	150	NA NA 
