snp	 s0	s1	s2	s3	
1	48	NA NA NA 
1	48	NA NA NA 
2	45	77	NA NA 
1	45	NA NA NA 
1	47	NA NA NA 
2	10	47	NA NA 
1	43	NA NA NA 
3	45	74	76	NA 
2	43	75	NA NA 
4	47	61	75	99	
1	49	NA NA NA 
4	43	83	129	130	
4	3	45	115	119	
2	49	83	NA NA 
2	49	112	NA NA 
4	5	43	82	145	
4	44	82	86	136	
1	45	NA NA NA 
2	43	84	NA NA 
1	48	NA NA NA 
4	43	84	108	135	
4	37	47	71	92	
3	47	86	125	NA 
3	48	81	140	NA 
4	48	73	135	140	
3	48	59	140	NA 
2	27	43	NA NA 
2	48	82	NA NA 
3	19	47	74	NA 
3	2	38	47	NA 
3	22	44	128	NA 
3	48	79	92	NA 
3	44	77	83	NA 
2	49	140	NA NA 
4	11	47	74	127	
3	16	47	129	NA 
1	45	NA NA NA 
3	31	45	76	NA 
3	33	45	82	NA 
2	49	87	NA NA 
2	48	59	NA NA 
3	44	81	93	NA 
2	45	75	NA NA 
3	45	83	130	NA 
1	49	NA NA NA 
1	43	NA NA NA 
2	49	133	NA NA 
3	45	77	82	NA 
1	49	NA NA NA 
1	140	NA NA NA 
1	45	NA NA NA 
1	49	NA NA NA 
1	47	NA NA NA 
1	49	NA NA NA 
2	47	74	NA NA 
2	47	75	NA NA 
2	44	85	NA NA 
2	45	140	NA NA 
2	29	140	NA NA 
2	49	82	NA NA 
3	49	75	134	NA 
3	48	140	143	NA 
2	49	140	NA NA 
1	47	NA NA NA 
1	17	NA NA NA 
3	40	45	120	NA 
3	44	72	140	NA 
1	44	NA NA NA 
2	45	140	NA NA 
4	45	92	108	140	
2	45	140	NA NA 
2	45	140	NA NA 
2	45	140	NA NA 
2	45	140	NA NA 
2	45	140	NA NA 
2	48	140	NA NA 
2	49	140	NA NA 
1	48	NA NA NA 
2	27	43	NA NA 
1	44	NA NA NA 
1	49	NA NA NA 
1	45	NA NA NA 
1	17	NA NA NA 
1	48	NA NA NA 
2	49	85	NA NA 
1	48	NA NA NA 
1	47	NA NA NA 
1	45	NA NA NA 
1	48	NA NA NA 
1	45	NA NA NA 
1	43	NA NA NA 
1	47	NA NA NA 
2	47	86	NA NA 
1	49	NA NA NA 
3	48	77	115	NA 
1	43	NA NA NA 
2	47	77	NA NA 
2	47	92	NA NA 
1	48	NA NA NA 
2	49	140	NA NA 
3	49	94	140	NA 
1	45	NA NA NA 
3	26	45	93	NA 
1	49	NA NA NA 
4	49	68	83	86	
3	44	71	131	NA 
1	45	NA NA NA 
1	47	NA NA NA 
1	47	NA NA NA 
2	43	129	NA NA 
2	49	140	NA NA 
1	44	NA NA NA 
1	43	NA NA NA 
1	43	NA NA NA 
4	25	41	43	71	
3	47	111	140	NA 
4	17	47	78	140	
2	49	87	NA NA 
1	48	NA NA NA 
4	48	75	80	110	
0	NA NA NA NA 
1	47	NA NA NA 
2	45	72	NA NA 
1	48	NA NA NA 
2	43	81	NA NA 
2	2	43	NA NA 
1	47	NA NA NA 
1	45	NA NA NA 
1	43	NA NA NA 
2	44	87	NA NA 
1	47	NA NA NA 
2	44	129	NA NA 
2	48	140	NA NA 
2	45	84	NA NA 
1	44	NA NA NA 
0	NA NA NA NA 
