snp	 s0	s1	s2	s3	
3	69	78	141	NA 
4	41	43	69	158	
4	31	56	69	158	
2	92	158	NA NA 
3	99	128	148	NA 
3	69	76	139	NA 
4	69	76	97	139	
4	65	74	98	139	
3	66	99	162	NA 
3	115	137	148	NA 
4	84	97	106	148	
4	73	84	122	139	
3	94	119	150	NA 
4	103	109	156	167	
4	97	108	115	156	
4	82	114	117	154	
4	86	114	123	156	
2	105	158	NA NA 
3	112	134	158	NA 
2	113	139	NA NA 
4	50	89	112	144	
2	97	150	NA NA 
4	41	84	105	161	
4	40	94	141	160	
3	91	98	150	NA 
3	63	84	148	NA 
4	76	97	113	156	
3	48	105	147	NA 
3	69	120	138	NA 
4	102	119	120	139	
3	108	116	147	NA 
4	34	40	102	160	
3	38	133	147	NA 
4	32	103	131	141	
4	76	82	131	157	
4	35	101	102	154	
3	124	158	167	NA 
4	42	47	124	158	
4	62	124	149	156	
3	94	103	148	NA 
4	87	93	101	141	
4	95	97	133	138	
3	101	116	138	NA 
4	54	85	131	139	
4	43	67	97	139	
3	75	113	139	NA 
4	100	114	115	144	
4	34	42	102	158	
4	44	61	119	138	
4	73	78	92	161	
3	86	108	161	NA 
3	112	115	161	NA 
3	114	120	139	NA 
4	62	114	120	141	
4	94	111	134	138	
4	78	122	156	164	
4	7	35	124	139	
4	67	82	116	141	
4	34	47	131	154	
3	38	134	149	NA 
3	91	115	141	NA 
3	108	133	150	NA 
3	112	133	156	NA 
3	14	122	149	NA 
4	66	70	125	156	
4	61	83	97	139	
3	69	86	139	NA 
3	100	112	139	NA 
4	39	69	134	158	
4	53	69	152	157	
3	32	79	138	NA 
4	95	108	145	157	
3	123	133	157	NA 
4	102	112	156	161	
3	106	112	149	NA 
4	37	104	137	138	
3	71	104	156	NA 
4	104	107	143	166	
4	95	104	113	139	
4	80	82	101	150	
4	90	92	101	148	
3	106	124	141	NA 
4	118	122	124	156	
4	4	93	114	156	
3	114	119	147	NA 
4	93	103	112	148	
3	107	109	157	NA 
3	89	94	157	NA 
3	92	109	156	NA 
3	91	104	148	NA 
2	78	146	NA NA 
2	65	139	NA NA 
2	100	147	NA NA 
3	105	133	154	NA 
3	62	94	155	NA 
3	43	105	148	NA 
3	52	113	140	NA 
3	44	107	146	NA 
3	46	102	143	NA 
3	94	101	139	NA 
4	36	82	112	139	
3	97	117	158	NA 
3	63	107	147	NA 
3	87	107	138	NA 
3	134	148	169	NA 
3	74	102	158	NA 
4	79	89	117	154	
4	122	134	161	167	
3	38	79	148	NA 
4	54	102	103	158	
2	122	138	NA NA 
3	97	99	146	NA 
3	75	80	144	NA 
4	57	75	82	144	
4	64	109	112	150	
3	65	80	139	NA 
4	20	84	112	139	
4	71	92	105	148	
4	78	97	108	157	
3	80	103	147	NA 
3	97	111	156	NA 
3	102	117	156	NA 
4	41	102	145	158	
4	59	90	119	149	
3	116	122	148	NA 
4	36	108	121	147	
4	108	115	157	159	
4	54	93	122	138	
4	21	70	78	138	
3	71	85	138	NA 
4	37	75	91	138	
4	19	109	131	138	
3	111	131	157	NA 
2	122	144	NA NA 
4	70	133	150	157	
4	71	85	123	150	
4	48	62	91	157	
4	68	88	147	165	
3	98	106	149	NA 
4	87	108	120	149	
4	95	104	141	148	
3	87	104	149	NA 
4	47	70	104	138	
4	57	105	134	143	
4	74	77	107	159	
4	51	71	75	158	
3	70	112	164	NA 
4	103	112	117	148	
4	93	106	114	149	
4	93	114	140	149	
4	19	64	114	156	
3	61	117	154	NA 
4	63	70	83	161	
4	8	101	137	147	
4	69	73	151	156	
