snp	 s0	s1	s2	s3	
3	29	31	84	NA 
1	30	NA NA NA 
1	57	NA NA NA 
1	39	NA NA NA 
3	58	59	64	NA 
2	65	75	NA NA 
4	6	10	19	79	
1	6	NA NA NA 
2	33	34	NA NA 
1	34	NA NA NA 
2	75	82	NA NA 
1	39	NA NA NA 
1	36	NA NA NA 
1	15	NA NA NA 
1	37	NA NA NA 
1	36	NA NA NA 
1	15	NA NA NA 
1	32	NA NA NA 
4	50	52	53	56	
2	37	77	NA NA 
3	8	72	82	NA 
2	5	42	NA NA 
1	56	NA NA NA 
1	32	NA NA NA 
4	11	40	74	76	
3	15	30	72	NA 
2	53	72	NA NA 
3	27	46	47	NA 
4	32	50	51	61	
3	58	68	82	NA 
3	50	56	64	NA 
2	18	62	NA NA 
4	32	42	55	72	
2	77	82	NA NA 
4	17	21	28	67	
1	18	NA NA NA 
2	75	85	NA NA 
1	82	NA NA NA 
1	32	NA NA NA 
1	64	NA NA NA 
1	36	NA NA NA 
3	23	27	81	NA 
2	32	82	NA NA 
1	7	NA NA NA 
1	36	NA NA NA 
1	33	NA NA NA 
1	56	NA NA NA 
1	31	NA NA NA 
1	39	NA NA NA 
1	65	NA NA NA 
1	36	NA NA NA 
1	40	NA NA NA 
1	45	NA NA NA 
1	16	NA NA NA 
2	60	74	NA NA 
1	30	NA NA NA 
3	11	38	60	NA 
3	15	30	36	NA 
2	54	78	NA NA 
2	6	16	NA NA 
1	38	NA NA NA 
1	70	NA NA NA 
3	4	32	50	NA 
1	17	NA NA NA 
2	41	50	NA NA 
1	67	NA NA NA 
2	62	69	NA NA 
3	59	76	81	NA 
1	38	NA NA NA 
2	47	52	NA NA 
2	38	42	NA NA 
2	1	18	NA NA 
1	30	NA NA NA 
1	32	NA NA NA 
1	18	NA NA NA 
2	42	57	NA NA 
1	14	NA NA NA 
2	15	21	NA NA 
1	32	NA NA NA 
2	23	69	NA NA 
1	58	NA NA NA 
1	43	NA NA NA 
1	32	NA NA NA 
1	48	NA NA NA 
2	59	61	NA NA 
1	38	NA NA NA 
1	40	NA NA NA 
1	40	NA NA NA 
1	44	NA NA NA 
1	79	NA NA NA 
1	64	NA NA NA 
1	70	NA NA NA 
1	30	NA NA NA 
1	36	NA NA NA 
1	2	NA NA NA 
2	31	56	NA NA 
2	19	61	NA NA 
2	30	69	NA NA 
1	60	NA NA NA 
1	33	NA NA NA 
1	32	NA NA NA 
1	62	NA NA NA 
1	14	NA NA NA 
1	38	NA NA NA 
2	52	82	NA NA 
3	19	50	59	NA 
1	32	NA NA NA 
2	50	51	NA NA 
1	60	NA NA NA 
1	81	NA NA NA 
1	69	NA NA NA 
1	30	NA NA NA 
2	32	36	NA NA 
2	60	63	NA NA 
1	6	NA NA NA 
1	74	NA NA NA 
1	51	NA NA NA 
1	32	NA NA NA 
2	30	59	NA NA 
1	77	NA NA NA 
3	4	11	83	NA 
3	6	47	85	NA 
4	28	30	76	80	
4	19	20	30	66	
3	55	70	72	NA 
2	43	84	NA NA 
2	23	39	NA NA 
1	38	NA NA NA 
1	9	NA NA NA 
2	32	44	NA NA 
1	84	NA NA NA 
2	17	23	NA NA 
2	44	50	NA NA 
4	30	32	33	42	
1	32	NA NA NA 
3	36	44	51	NA 
1	58	NA NA NA 
1	42	NA NA NA 
2	28	79	NA NA 
3	4	32	42	NA 
2	41	71	NA NA 
2	33	37	NA NA 
2	33	34	NA NA 
1	39	NA NA NA 
3	51	52	85	NA 
2	36	61	NA NA 
2	54	79	NA NA 
2	11	32	NA NA 
2	4	59	NA NA 
3	5	20	70	NA 
4	41	52	67	85	
2	17	44	NA NA 
2	33	62	NA NA 
1	60	NA NA NA 
1	51	NA NA NA 
3	31	55	60	NA 
4	2	13	18	42	
3	37	40	41	NA 
2	40	41	NA NA 
1	30	NA NA NA 
4	44	71	82	84	
1	52	NA NA NA 
1	79	NA NA NA 
4	21	32	61	68	
3	32	54	79	NA 
2	14	44	NA NA 
1	75	NA NA NA 
1	32	NA NA NA 
2	32	85	NA NA 
3	16	37	40	NA 
3	32	57	59	NA 
1	42	NA NA NA 
1	36	NA NA NA 
1	70	NA NA NA 
1	67	NA NA NA 
