snp	 s0	s1	s2	s3	
1	15	NA NA NA 
2	17	21	NA NA 
3	20	84	85	NA 
1	45	NA NA NA 
2	36	79	NA NA 
2	96	146	NA NA 
1	122	NA NA NA 
1	7	NA NA NA 
1	3	NA NA NA 
1	14	NA NA NA 
1	75	NA NA NA 
2	60	98	NA NA 
1	74	NA NA NA 
1	45	NA NA NA 
2	38	74	NA NA 
1	75	NA NA NA 
2	18	19	NA NA 
1	103	NA NA NA 
1	5	NA NA NA 
1	41	NA NA NA 
1	55	NA NA NA 
1	94	NA NA NA 
2	36	40	NA NA 
3	16	47	101	NA 
3	43	106	115	NA 
3	92	126	151	NA 
1	87	NA NA NA 
2	35	39	NA NA 
1	83	NA NA NA 
2	5	6	NA NA 
3	42	73	75	NA 
2	16	153	NA NA 
4	66	72	90	109	
1	3	NA NA NA 
3	21	93	125	NA 
4	43	51	65	81	
1	66	NA NA NA 
2	6	69	NA NA 
1	61	NA NA NA 
1	30	NA NA NA 
1	96	NA NA NA 
1	79	NA NA NA 
1	35	NA NA NA 
1	70	NA NA NA 
1	41	NA NA NA 
1	126	NA NA NA 
1	36	NA NA NA 
1	56	NA NA NA 
2	51	115	NA NA 
1	99	NA NA NA 
1	14	NA NA NA 
3	19	110	114	NA 
1	7	NA NA NA 
1	70	NA NA NA 
1	20	NA NA NA 
1	105	NA NA NA 
1	63	NA NA NA 
1	79	NA NA NA 
1	52	NA NA NA 
1	11	NA NA NA 
1	36	NA NA NA 
1	33	NA NA NA 
1	20	NA NA NA 
2	136	139	NA NA 
1	41	NA NA NA 
1	20	NA NA NA 
1	30	NA NA NA 
2	46	114	NA NA 
1	91	NA NA NA 
4	30	118	120	164	
2	15	131	NA NA 
2	32	74	NA NA 
4	32	72	77	92	
2	37	57	NA NA 
1	16	NA NA NA 
1	64	NA NA NA 
1	74	NA NA NA 
2	6	140	NA NA 
2	3	58	NA NA 
1	87	NA NA NA 
1	12	NA NA NA 
1	86	NA NA NA 
3	45	77	106	NA 
1	40	NA NA NA 
1	63	NA NA NA 
2	38	165	NA NA 
1	74	NA NA NA 
1	10	NA NA NA 
3	54	57	145	NA 
1	13	NA NA NA 
1	33	NA NA NA 
1	23	NA NA NA 
2	63	155	NA NA 
2	42	84	NA NA 
1	80	NA NA NA 
1	43	NA NA NA 
1	70	NA NA NA 
1	43	NA NA NA 
1	37	NA NA NA 
3	7	12	147	NA 
2	80	104	NA NA 
2	58	75	NA NA 
1	5	NA NA NA 
1	3	NA NA NA 
1	73	NA NA NA 
4	3	11	20	157	
1	26	NA NA NA 
1	12	NA NA NA 
3	71	101	108	NA 
1	35	NA NA NA 
1	144	NA NA NA 
1	5	NA NA NA 
1	23	NA NA NA 
3	13	23	90	NA 
2	12	144	NA NA 
1	14	NA NA NA 
1	43	NA NA NA 
2	48	57	NA NA 
1	64	NA NA NA 
1	53	NA NA NA 
1	66	NA NA NA 
1	55	NA NA NA 
1	83	NA NA NA 
1	15	NA NA NA 
1	33	NA NA NA 
1	19	NA NA NA 
1	10	NA NA NA 
1	39	NA NA NA 
1	70	NA NA NA 
2	20	93	NA NA 
1	60	NA NA NA 
1	70	NA NA NA 
2	65	93	NA NA 
1	19	NA NA NA 
2	69	80	NA NA 
1	85	NA NA NA 
1	33	NA NA NA 
1	57	NA NA NA 
1	33	NA NA NA 
2	69	103	NA NA 
3	3	90	133	NA 
1	99	NA NA NA 
1	101	NA NA NA 
3	58	135	145	NA 
3	26	99	164	NA 
2	31	132	NA NA 
2	14	115	NA NA 
2	21	116	NA NA 
2	31	85	NA NA 
3	23	40	151	NA 
1	6	NA NA NA 
1	12	NA NA NA 
1	7	NA NA NA 
1	104	NA NA NA 
2	50	51	NA NA 
1	21	NA NA NA 
1	32	NA NA NA 
1	98	NA NA NA 
1	100	NA NA NA 
1	99	NA NA NA 
1	90	NA NA NA 
4	21	69	71	104	
1	118	NA NA NA 
1	32	NA NA NA 
3	12	140	143	NA 
3	5	103	143	NA 
1	70	NA NA NA 
1	11	NA NA NA 
1	31	NA NA NA 
1	44	NA NA NA 
3	12	137	144	NA 
3	6	48	119	NA 
1	61	NA NA NA 
3	18	32	83	NA 
4	8	21	91	100	
1	60	NA NA NA 
2	63	99	NA NA 
4	45	111	114	131	
2	5	91	NA NA 
1	41	NA NA NA 
1	70	NA NA NA 
2	37	123	NA NA 
1	44	NA NA NA 
1	65	NA NA NA 
1	46	NA NA NA 
2	9	10	NA NA 
2	5	75	NA NA 
2	57	63	NA NA 
1	104	NA NA NA 
1	55	NA NA NA 
1	23	NA NA NA 
1	17	NA NA NA 
1	62	NA NA NA 
1	103	NA NA NA 
1	83	NA NA NA 
1	98	NA NA NA 
1	5	NA NA NA 
3	20	28	103	NA 
1	32	NA NA NA 
1	15	NA NA NA 
2	96	154	NA NA 
3	56	117	153	NA 
4	5	110	114	136	
1	66	NA NA NA 
1	73	NA NA NA 
1	69	NA NA NA 
1	47	NA NA NA 
1	6	NA NA NA 
1	102	NA NA NA 
1	77	NA NA NA 
1	45	NA NA NA 
1	100	NA NA NA 
2	42	62	NA NA 
3	37	63	84	NA 
2	51	62	NA NA 
2	26	137	NA NA 
4	15	40	49	75	
2	31	45	NA NA 
2	79	104	NA NA 
1	83	NA NA NA 
1	72	NA NA NA 
1	23	NA NA NA 
1	79	NA NA NA 
1	35	NA NA NA 
1	37	NA NA NA 
1	87	NA NA NA 
1	147	NA NA NA 
1	106	NA NA NA 
1	53	NA NA NA 
1	26	NA NA NA 
1	46	NA NA NA 
3	9	29	128	NA 
1	82	NA NA NA 
1	104	NA NA NA 
1	50	NA NA NA 
1	12	NA NA NA 
1	47	NA NA NA 
1	55	NA NA NA 
1	15	NA NA NA 
1	55	NA NA NA 
1	57	NA NA NA 
1	70	NA NA NA 
1	21	NA NA NA 
1	40	NA NA NA 
1	77	NA NA NA 
1	87	NA NA NA 
3	28	101	132	NA 
1	42	NA NA NA 
3	33	61	86	NA 
3	70	72	77	NA 
1	58	NA NA NA 
1	114	NA NA NA 
1	79	NA NA NA 
2	38	51	NA NA 
3	9	97	139	NA 
1	52	NA NA NA 
3	83	139	142	NA 
1	11	NA NA NA 
4	45	78	83	99	
3	32	40	106	NA 
3	12	19	136	NA 
4	29	64	121	123	
2	26	117	NA NA 
3	14	118	131	NA 
1	19	NA NA NA 
4	26	30	44	80	
1	35	NA NA NA 
3	77	142	146	NA 
2	45	82	NA NA 
2	90	93	NA NA 
2	60	69	NA NA 
2	5	13	NA NA 
1	12	NA NA NA 
3	5	65	76	NA 
1	9	NA NA NA 
1	36	NA NA NA 
1	14	NA NA NA 
1	38	NA NA NA 
1	52	NA NA NA 
2	44	47	NA NA 
1	45	NA NA NA 
1	91	NA NA NA 
1	84	NA NA NA 
3	17	33	106	NA 
1	11	NA NA NA 
3	12	35	166	NA 
2	71	86	NA NA 
3	43	128	142	NA 
4	10	36	130	145	
2	15	136	NA NA 
3	43	58	136	NA 
1	44	NA NA NA 
3	61	119	138	NA 
1	55	NA NA NA 
1	38	NA NA NA 
2	79	131	NA NA 
3	29	89	122	NA 
1	36	NA NA NA 
1	42	NA NA NA 
1	94	NA NA NA 
4	27	28	146	158	
2	55	91	NA NA 
1	19	NA NA NA 
1	66	NA NA NA 
1	12	NA NA NA 
1	55	NA NA NA 
1	62	NA NA NA 
1	63	NA NA NA 
2	19	100	NA NA 
2	10	92	NA NA 
3	15	23	80	NA 
2	120	144	NA NA 
2	94	95	NA NA 
1	43	NA NA NA 
3	9	43	55	NA 
2	82	130	NA NA 
2	43	123	NA NA 
1	17	NA NA NA 
1	43	NA NA NA 
3	32	68	75	NA 
1	84	NA NA NA 
2	35	89	NA NA 
3	3	62	164	NA 
3	53	66	98	NA 
1	38	NA NA NA 
2	34	93	NA NA 
2	17	117	NA NA 
1	81	NA NA NA 
1	94	NA NA NA 
1	82	NA NA NA 
1	47	NA NA NA 
1	65	NA NA NA 
1	55	NA NA NA 
1	6	NA NA NA 
1	101	NA NA NA 
1	83	NA NA NA 
1	127	NA NA NA 
2	3	97	NA NA 
1	32	NA NA NA 
1	23	NA NA NA 
1	120	NA NA NA 
2	33	125	NA NA 
1	70	NA NA NA 
1	91	NA NA NA 
1	32	NA NA NA 
1	139	NA NA NA 
1	41	NA NA NA 
2	17	124	NA NA 
1	127	NA NA NA 
1	67	NA NA NA 
1	26	NA NA NA 
1	17	NA NA NA 
1	80	NA NA NA 
3	14	41	66	NA 
1	141	NA NA NA 
1	19	NA NA NA 
1	19	NA NA NA 
1	79	NA NA NA 
2	35	64	NA NA 
3	74	81	100	NA 
1	92	NA NA NA 
3	60	81	82	NA 
1	36	NA NA NA 
2	15	72	NA NA 
1	70	NA NA NA 
3	16	38	166	NA 
1	58	NA NA NA 
1	102	NA NA NA 
1	11	NA NA NA 
1	67	NA NA NA 
1	41	NA NA NA 
2	17	62	NA NA 
2	42	67	NA NA 
2	12	95	NA NA 
1	98	NA NA NA 
2	43	78	NA NA 
3	71	126	145	NA 
1	94	NA NA NA 
1	35	NA NA NA 
1	5	NA NA NA 
1	56	NA NA NA 
2	2	93	NA NA 
1	13	NA NA NA 
1	5	NA NA NA 
1	19	NA NA NA 
1	32	NA NA NA 
1	42	NA NA NA 
2	9	19	NA NA 
2	57	124	NA NA 
1	66	NA NA NA 
1	3	NA NA NA 
1	58	NA NA NA 
1	101	NA NA NA 
2	55	66	NA NA 
1	21	NA NA NA 
1	33	NA NA NA 
1	83	NA NA NA 
1	82	NA NA NA 
1	65	NA NA NA 
2	72	96	NA NA 
1	35	NA NA NA 
2	80	84	NA NA 
2	63	124	NA NA 
1	19	NA NA NA 
1	14	NA NA NA 
1	77	NA NA NA 
2	16	123	NA NA 
1	20	NA NA NA 
2	17	51	NA NA 
2	0	57	NA NA 
1	26	NA NA NA 
4	11	29	53	124	
2	76	78	NA NA 
3	32	114	155	NA 
3	14	73	77	NA 
3	28	52	125	NA 
1	78	NA NA NA 
1	106	NA NA NA 
3	56	140	161	NA 
2	31	107	NA NA 
3	42	56	74	NA 
1	5	NA NA NA 
2	26	79	NA NA 
4	29	41	44	139	
3	28	44	83	NA 
4	38	83	92	120	
4	13	15	69	135	
4	52	67	106	128	
1	117	NA NA NA 
4	15	35	69	74	
3	14	28	70	NA 
2	56	121	NA NA 
3	6	82	87	NA 
1	60	NA NA NA 
3	45	52	72	NA 
4	54	60	114	134	
3	40	45	165	NA 
1	66	NA NA NA 
1	82	NA NA NA 
2	17	41	NA NA 
1	62	NA NA NA 
4	18	52	104	159	
1	70	NA NA NA 
2	32	71	NA NA 
4	3	10	17	104	
1	21	NA NA NA 
1	9	NA NA NA 
2	3	107	NA NA 
3	33	40	42	NA 
2	17	172	NA NA 
1	38	NA NA NA 
3	35	81	97	NA 
1	10	NA NA NA 
2	19	85	NA NA 
2	15	125	NA NA 
1	99	NA NA NA 
1	107	NA NA NA 
1	30	NA NA NA 
2	27	78	NA NA 
1	62	NA NA NA 
3	26	31	78	NA 
1	40	NA NA NA 
1	48	NA NA NA 
3	26	52	172	NA 
1	40	NA NA NA 
2	42	103	NA NA 
1	134	NA NA NA 
1	30	NA NA NA 
4	18	55	117	146	
1	52	NA NA NA 
2	65	77	NA NA 
1	10	NA NA NA 
3	113	126	134	NA 
1	45	NA NA NA 
1	48	NA NA NA 
1	103	NA NA NA 
1	98	NA NA NA 
1	17	NA NA NA 
2	70	89	NA NA 
1	30	NA NA NA 
3	9	40	165	NA 
1	86	NA NA NA 
1	32	NA NA NA 
3	79	137	140	NA 
1	32	NA NA NA 
1	20	NA NA NA 
1	57	NA NA NA 
1	23	NA NA NA 
1	14	NA NA NA 
1	74	NA NA NA 
2	39	62	NA NA 
1	69	NA NA NA 
2	14	44	NA NA 
3	45	48	149	NA 
1	3	NA NA NA 
1	38	NA NA NA 
1	21	NA NA NA 
2	60	129	NA NA 
1	62	NA NA NA 
1	41	NA NA NA 
1	23	NA NA NA 
2	71	107	NA NA 
2	41	60	NA NA 
2	17	81	NA NA 
2	106	140	NA NA 
1	36	NA NA NA 
2	7	70	NA NA 
1	36	NA NA NA 
2	48	52	NA NA 
1	7	NA NA NA 
1	103	NA NA NA 
1	57	NA NA NA 
2	7	74	NA NA 
2	56	170	NA NA 
1	11	NA NA NA 
1	144	NA NA NA 
1	15	NA NA NA 
1	6	NA NA NA 
1	23	NA NA NA 
1	86	NA NA NA 
1	10	NA NA NA 
1	67	NA NA NA 
1	11	NA NA NA 
1	48	NA NA NA 
1	6	NA NA NA 
2	31	102	NA NA 
1	5	NA NA NA 
2	45	81	NA NA 
1	67	NA NA NA 
1	77	NA NA NA 
1	7	NA NA NA 
3	64	70	90	NA 
1	37	NA NA NA 
1	140	NA NA NA 
3	7	26	33	NA 
1	52	NA NA NA 
1	48	NA NA NA 
1	38	NA NA NA 
1	69	NA NA NA 
2	32	57	NA NA 
1	67	NA NA NA 
1	10	NA NA NA 
3	44	134	141	NA 
4	14	23	117	158	
2	6	56	NA NA 
1	85	NA NA NA 
2	26	152	NA NA 
1	30	NA NA NA 
1	99	NA NA NA 
1	17	NA NA NA 
1	53	NA NA NA 
1	102	NA NA NA 
2	98	162	NA NA 
1	133	NA NA NA 
1	64	NA NA NA 
3	92	99	107	NA 
4	7	42	106	107	
1	101	NA NA NA 
1	35	NA NA NA 
3	40	49	74	NA 
4	57	67	81	83	
1	23	NA NA NA 
1	57	NA NA NA 
1	38	NA NA NA 
3	9	14	42	NA 
2	32	33	NA NA 
2	43	126	NA NA 
3	44	46	86	NA 
1	90	NA NA NA 
2	40	78	NA NA 
1	81	NA NA NA 
4	67	85	129	152	
4	30	50	77	120	
1	89	NA NA NA 
3	47	64	70	NA 
2	106	107	NA NA 
1	35	NA NA NA 
1	12	NA NA NA 
1	16	NA NA NA 
3	34	58	133	NA 
1	62	NA NA NA 
1	23	NA NA NA 
1	5	NA NA NA 
4	31	101	146	158	
1	73	NA NA NA 
1	77	NA NA NA 
1	67	NA NA NA 
1	38	NA NA NA 
1	60	NA NA NA 
1	69	NA NA NA 
1	29	NA NA NA 
1	12	NA NA NA 
1	23	NA NA NA 
1	120	NA NA NA 
1	70	NA NA NA 
1	92	NA NA NA 
1	56	NA NA NA 
1	99	NA NA NA 
1	42	NA NA NA 
1	47	NA NA NA 
2	72	100	NA NA 
1	16	NA NA NA 
2	15	23	NA NA 
1	3	NA NA NA 
2	56	95	NA NA 
1	72	NA NA NA 
1	20	NA NA NA 
1	106	NA NA NA 
1	93	NA NA NA 
1	73	NA NA NA 
3	41	81	109	NA 
1	104	NA NA NA 
1	93	NA NA NA 
3	12	109	142	NA 
1	65	NA NA NA 
1	69	NA NA NA 
1	69	NA NA NA 
1	60	NA NA NA 
1	69	NA NA NA 
1	75	NA NA NA 
1	3	NA NA NA 
1	38	NA NA NA 
1	92	NA NA NA 
1	5	NA NA NA 
2	83	132	NA NA 
2	136	144	NA NA 
1	58	NA NA NA 
1	99	NA NA NA 
1	62	NA NA NA 
1	12	NA NA NA 
1	13	NA NA NA 
1	91	NA NA NA 
2	19	79	NA NA 
1	17	NA NA NA 
2	109	127	NA NA 
1	5	NA NA NA 
1	15	NA NA NA 
1	65	NA NA NA 
1	113	NA NA NA 
1	17	NA NA NA 
1	88	NA NA NA 
1	53	NA NA NA 
1	35	NA NA NA 
1	100	NA NA NA 
1	42	NA NA NA 
1	61	NA NA NA 
1	85	NA NA NA 
1	116	NA NA NA 
1	31	NA NA NA 
1	70	NA NA NA 
1	66	NA NA NA 
1	79	NA NA NA 
1	10	NA NA NA 
1	77	NA NA NA 
2	12	28	NA NA 
1	29	NA NA NA 
2	42	75	NA NA 
1	79	NA NA NA 
1	9	NA NA NA 
1	100	NA NA NA 
1	48	NA NA NA 
1	103	NA NA NA 
1	13	NA NA NA 
4	55	80	112	161	
1	57	NA NA NA 
2	3	6	NA NA 
1	37	NA NA NA 
2	9	44	NA NA 
2	53	115	NA NA 
1	62	NA NA NA 
4	21	50	52	166	
1	69	NA NA NA 
1	48	NA NA NA 
2	13	65	NA NA 
4	3	73	82	127	
4	5	23	31	45	
1	114	NA NA NA 
1	85	NA NA NA 
1	61	NA NA NA 
1	15	NA NA NA 
2	48	100	NA NA 
1	13	NA NA NA 
1	56	NA NA NA 
1	53	NA NA NA 
1	5	NA NA NA 
4	17	28	38	60	
2	69	147	NA NA 
1	93	NA NA NA 
1	55	NA NA NA 
2	43	52	NA NA 
2	16	121	NA NA 
2	53	60	NA NA 
2	47	167	NA NA 
3	51	52	66	NA 
1	96	NA NA NA 
1	13	NA NA NA 
4	7	98	107	138	
1	71	NA NA NA 
1	90	NA NA NA 
1	115	NA NA NA 
1	41	NA NA NA 
1	12	NA NA NA 
2	38	48	NA NA 
1	48	NA NA NA 
1	19	NA NA NA 
1	9	NA NA NA 
2	6	17	NA NA 
3	26	102	158	NA 
1	66	NA NA NA 
1	129	NA NA NA 
4	38	69	109	141	
1	47	NA NA NA 
3	40	78	84	NA 
3	17	100	130	NA 
1	134	NA NA NA 
1	121	NA NA NA 
3	3	13	26	NA 
1	52	NA NA NA 
1	19	NA NA NA 
1	31	NA NA NA 
1	21	NA NA NA 
1	70	NA NA NA 
1	106	NA NA NA 
1	28	NA NA NA 
1	65	NA NA NA 
1	32	NA NA NA 
2	51	125	NA NA 
1	56	NA NA NA 
4	12	14	20	23	
1	78	NA NA NA 
1	107	NA NA NA 
1	61	NA NA NA 
2	48	97	NA NA 
1	45	NA NA NA 
1	65	NA NA NA 
1	106	NA NA NA 
1	103	NA NA NA 
1	3	NA NA NA 
1	50	NA NA NA 
1	9	NA NA NA 
2	50	51	NA NA 
1	15	NA NA NA 
3	56	94	106	NA 
1	35	NA NA NA 
1	56	NA NA NA 
1	103	NA NA NA 
1	5	NA NA NA 
2	21	169	NA NA 
1	89	NA NA NA 
1	45	NA NA NA 
1	43	NA NA NA 
1	55	NA NA NA 
1	131	NA NA NA 
1	26	NA NA NA 
2	81	162	NA NA 
3	36	45	48	NA 
1	15	NA NA NA 
1	56	NA NA NA 
1	40	NA NA NA 
1	79	NA NA NA 
1	75	NA NA NA 
1	67	NA NA NA 
2	106	130	NA NA 
2	44	101	NA NA 
1	96	NA NA NA 
1	48	NA NA NA 
2	56	69	NA NA 
3	62	99	141	NA 
3	7	45	57	NA 
2	16	41	NA NA 
1	67	NA NA NA 
1	37	NA NA NA 
2	26	109	NA NA 
1	65	NA NA NA 
1	42	NA NA NA 
1	17	NA NA NA 
1	23	NA NA NA 
1	32	NA NA NA 
1	11	NA NA NA 
2	36	148	NA NA 
