snp	 s0	s1	s2	s3	
2	107	124	NA NA 
1	107	NA NA NA 
2	105	132	NA NA 
2	69	142	NA NA 
1	108	NA NA NA 
1	119	NA NA NA 
1	114	NA NA NA 
1	105	NA NA NA 
1	107	NA NA NA 
1	114	NA NA NA 
1	105	NA NA NA 
1	105	NA NA NA 
1	119	NA NA NA 
1	107	NA NA NA 
1	114	NA NA NA 
2	69	107	NA NA 
3	37	86	148	NA 
1	114	NA NA NA 
1	148	NA NA NA 
1	140	NA NA NA 
4	72	80	85	154	
1	119	NA NA NA 
1	114	NA NA NA 
2	68	142	NA NA 
1	133	NA NA NA 
1	141	NA NA NA 
3	78	100	108	NA 
1	105	NA NA NA 
1	107	NA NA NA 
2	137	155	NA NA 
1	105	NA NA NA 
3	37	86	145	NA 
1	149	NA NA NA 
1	148	NA NA NA 
3	101	113	119	NA 
4	91	107	123	141	
1	131	NA NA NA 
3	106	126	145	NA 
4	70	92	108	147	
1	105	NA NA NA 
3	108	113	128	NA 
1	105	NA NA NA 
1	114	NA NA NA 
1	132	NA NA NA 
1	108	NA NA NA 
3	65	108	155	NA 
2	146	149	NA NA 
2	151	152	NA NA 
2	69	144	NA NA 
1	143	NA NA NA 
2	119	137	NA NA 
1	155	NA NA NA 
4	65	115	118	132	
3	85	114	129	NA 
1	114	NA NA NA 
2	74	152	NA NA 
2	93	108	NA NA 
3	119	139	155	NA 
4	20	98	119	121	
1	105	NA NA NA 
3	107	108	122	NA 
3	63	126	148	NA 
4	53	70	114	142	
3	119	133	140	NA 
1	108	NA NA NA 
3	14	43	145	NA 
1	148	NA NA NA 
3	121	125	139	NA 
1	105	NA NA NA 
4	70	119	132	139	
3	61	70	107	NA 
3	108	123	148	NA 
3	107	139	152	NA 
2	84	107	NA NA 
4	31	92	101	119	
4	53	115	119	154	
2	87	114	NA NA 
1	131	NA NA NA 
4	107	112	127	155	
3	10	115	140	NA 
3	94	132	138	NA 
1	107	NA NA NA 
1	131	NA NA NA 
3	6	107	108	NA 
2	141	149	NA NA 
3	108	124	131	NA 
1	147	NA NA NA 
1	143	NA NA NA 
1	108	NA NA NA 
1	155	NA NA NA 
1	155	NA NA NA 
2	119	140	NA NA 
4	62	63	96	142	
2	127	144	NA NA 
1	107	NA NA NA 
1	108	NA NA NA 
2	79	131	NA NA 
3	114	150	152	NA 
2	114	144	NA NA 
1	119	NA NA NA 
2	119	139	NA NA 
2	119	137	NA NA 
2	35	108	NA NA 
2	127	154	NA NA 
3	125	141	147	NA 
2	119	131	NA NA 
1	114	NA NA NA 
1	119	NA NA NA 
2	72	114	NA NA 
2	49	147	NA NA 
1	124	NA NA NA 
1	143	NA NA NA 
1	124	NA NA NA 
2	119	154	NA NA 
1	140	NA NA NA 
2	114	129	NA NA 
1	124	NA NA NA 
2	43	145	NA NA 
1	108	NA NA NA 
4	114	133	146	151	
4	60	96	128	150	
1	107	NA NA NA 
1	105	NA NA NA 
1	119	NA NA NA 
2	50	119	NA NA 
1	129	NA NA NA 
1	105	NA NA NA 
1	107	NA NA NA 
1	114	NA NA NA 
1	105	NA NA NA 
3	65	68	105	NA 
2	108	120	NA NA 
1	119	NA NA NA 
2	119	141	NA NA 
1	108	NA NA NA 
2	119	153	NA NA 
2	134	154	NA NA 
1	105	NA NA NA 
2	114	119	NA NA 
