snp	 s0	s1	s2	s3	
1	115	NA NA NA 
2	30	131	NA NA 
3	14	33	131	NA 
1	126	NA NA NA 
1	115	NA NA NA 
2	111	127	NA NA 
1	111	NA NA NA 
2	39	115	NA NA 
2	66	111	NA NA 
1	111	NA NA NA 
1	111	NA NA NA 
1	111	NA NA NA 
1	111	NA NA NA 
1	111	NA NA NA 
1	131	NA NA NA 
1	131	NA NA NA 
1	115	NA NA NA 
1	131	NA NA NA 
1	115	NA NA NA 
1	131	NA NA NA 
2	133	150	NA NA 
1	131	NA NA NA 
3	32	52	154	NA 
4	26	37	52	139	
1	126	NA NA NA 
1	130	NA NA NA 
1	130	NA NA NA 
2	126	130	NA NA 
1	126	NA NA NA 
3	52	121	130	NA 
1	130	NA NA NA 
1	126	NA NA NA 
4	59	131	165	184	
1	130	NA NA NA 
3	64	83	130	NA 
3	24	50	130	NA 
1	130	NA NA NA 
3	10	49	131	NA 
3	8	47	126	NA 
4	29	34	42	115	
3	115	122	181	NA 
2	87	130	NA NA 
2	14	130	NA NA 
4	35	44	130	150	
3	28	38	130	NA 
3	130	131	132	NA 
1	131	NA NA NA 
4	28	32	50	111	
2	57	115	NA NA 
3	4	20	123	NA 
1	126	NA NA NA 
2	131	134	NA NA 
1	130	NA NA NA 
1	123	NA NA NA 
1	131	NA NA NA 
2	50	126	NA NA 
1	131	NA NA NA 
2	134	139	NA NA 
1	131	NA NA NA 
1	123	NA NA NA 
1	130	NA NA NA 
2	17	123	NA NA 
1	131	NA NA NA 
3	55	131	135	NA 
1	131	NA NA NA 
1	131	NA NA NA 
2	63	111	NA NA 
1	130	NA NA NA 
1	130	NA NA NA 
1	130	NA NA NA 
1	130	NA NA NA 
1	126	NA NA NA 
2	126	129	NA NA 
1	131	NA NA NA 
1	131	NA NA NA 
2	50	130	NA NA 
1	131	NA NA NA 
1	131	NA NA NA 
1	131	NA NA NA 
1	131	NA NA NA 
1	123	NA NA NA 
2	90	131	NA NA 
1	126	NA NA NA 
1	131	NA NA NA 
1	131	NA NA NA 
1	126	NA NA NA 
1	131	NA NA NA 
1	131	NA NA NA 
2	38	131	NA NA 
2	109	123	NA NA 
1	123	NA NA NA 
1	130	NA NA NA 
1	131	NA NA NA 
2	57	130	NA NA 
2	141	145	NA NA 
3	10	92	131	NA 
2	125	146	NA NA 
4	8	43	100	131	
1	123	NA NA NA 
1	130	NA NA NA 
2	123	167	NA NA 
1	111	NA NA NA 
2	86	130	NA NA 
3	61	125	130	NA 
