snp	 s0	s1	s2	s3	
1	0	NA NA NA 
1	50	NA NA NA 
1	16	NA NA NA 
2	46	113	NA NA 
3	21	58	84	NA 
2	60	75	NA NA 
1	58	NA NA NA 
2	7	56	NA NA 
1	0	NA NA NA 
1	92	NA NA NA 
1	55	NA NA NA 
4	13	32	73	80	
4	54	66	70	85	
2	56	67	NA NA 
1	56	NA NA NA 
3	28	35	87	NA 
3	0	72	126	NA 
1	0	NA NA NA 
1	0	NA NA NA 
2	60	81	NA NA 
3	11	62	68	NA 
1	20	NA NA NA 
1	56	NA NA NA 
1	20	NA NA NA 
1	47	NA NA NA 
2	62	63	NA NA 
1	81	NA NA NA 
3	35	55	58	NA 
1	46	NA NA NA 
1	55	NA NA NA 
1	80	NA NA NA 
1	0	NA NA NA 
1	80	NA NA NA 
2	55	72	NA NA 
1	0	NA NA NA 
2	54	83	NA NA 
1	64	NA NA NA 
1	82	NA NA NA 
1	58	NA NA NA 
1	48	NA NA NA 
1	54	NA NA NA 
1	51	NA NA NA 
1	48	NA NA NA 
1	70	NA NA NA 
1	0	NA NA NA 
3	0	28	111	NA 
1	75	NA NA NA 
1	61	NA NA NA 
2	0	86	NA NA 
2	61	82	NA NA 
1	67	NA NA NA 
2	20	68	NA NA 
2	66	101	NA NA 
3	52	70	101	NA 
4	5	20	31	42	
3	62	85	115	NA 
2	33	85	NA NA 
4	59	78	81	92	
2	57	71	NA NA 
4	0	7	11	32	
4	60	63	70	83	
1	84	NA NA NA 
4	7	44	47	69	
1	45	NA NA NA 
1	67	NA NA NA 
1	59	NA NA NA 
1	82	NA NA NA 
1	47	NA NA NA 
1	16	NA NA NA 
1	16	NA NA NA 
1	20	NA NA NA 
1	61	NA NA NA 
2	0	47	NA NA 
2	11	77	NA NA 
1	62	NA NA NA 
2	45	48	NA NA 
1	66	NA NA NA 
2	28	87	NA NA 
3	67	75	80	NA 
4	20	22	40	103	
4	37	83	98	122	
1	16	NA NA NA 
3	51	55	105	NA 
1	16	NA NA NA 
4	14	20	50	91	
1	80	NA NA NA 
3	67	81	98	NA 
1	0	NA NA NA 
1	83	NA NA NA 
3	51	57	74	NA 
2	14	20	NA NA 
1	47	NA NA NA 
3	20	33	53	NA 
4	16	77	98	101	
1	87	NA NA NA 
1	64	NA NA NA 
4	15	16	22	58	
3	56	57	72	NA 
4	0	30	76	87	
