snp	 s0	s1	s2	s3	
4	8	29	161	169	
3	4	15	169	NA 
4	3	175	180	186	
4	12	69	163	180	
4	24	61	87	180	
2	43	175	NA NA 
4	0	7	50	171	
2	14	171	NA NA 
2	33	163	NA NA 
4	17	28	55	175	
4	11	15	26	169	
3	29	65	169	NA 
3	31	48	171	NA 
4	18	28	171	175	
4	17	90	151	169	
2	4	169	NA NA 
2	2	169	NA NA 
2	27	171	NA NA 
2	76	171	NA NA 
4	1	11	17	163	
3	32	163	169	NA 
2	8	180	NA NA 
2	55	175	NA NA 
3	0	9	171	NA 
2	111	168	NA NA 
2	7	171	NA NA 
3	5	12	171	NA 
4	19	153	156	180	
2	10	175	NA NA 
3	11	14	171	NA 
2	65	171	NA NA 
2	52	171	NA NA 
2	27	169	NA NA 
2	22	175	NA NA 
3	54	161	171	NA 
3	47	105	180	NA 
2	40	175	NA NA 
2	64	163	NA NA 
2	47	163	NA NA 
3	134	137	171	NA 
2	44	175	NA NA 
2	67	163	NA NA 
2	7	169	NA NA 
2	19	175	NA NA 
3	27	86	171	NA 
2	3	169	NA NA 
4	48	76	86	169	
4	14	50	158	169	
4	77	85	138	169	
3	1	108	169	NA 
4	5	55	72	171	
3	0	20	171	NA 
2	16	171	NA NA 
2	52	171	NA NA 
4	14	54	146	171	
2	42	171	NA NA 
3	42	162	171	NA 
4	0	22	101	171	
2	52	180	NA NA 
3	4	8	171	NA 
4	40	52	137	171	
2	19	171	NA NA 
4	23	129	152	178	
4	0	97	128	171	
3	29	46	169	NA 
2	7	169	NA NA 
3	6	132	169	NA 
2	73	169	NA NA 
2	41	175	NA NA 
2	18	180	NA NA 
2	7	169	NA NA 
3	152	184	188	NA 
2	2	75	NA NA 
4	16	66	119	175	
2	7	175	NA NA 
2	18	178	NA NA 
3	10	15	169	NA 
3	27	41	169	NA 
4	0	25	109	133	
2	0	180	NA NA 
2	0	180	NA NA 
2	32	180	NA NA 
2	26	171	NA NA 
3	30	68	178	NA 
4	1	125	129	178	
2	13	180	NA NA 
3	28	176	180	NA 
3	65	159	178	NA 
2	36	175	NA NA 
2	18	180	NA NA 
2	25	175	NA NA 
2	16	169	NA NA 
4	24	26	85	171	
1	145	NA NA NA 
4	19	21	125	136	
1	88	NA NA NA 
3	15	32	175	NA 
2	40	175	NA NA 
3	2	7	175	NA 
4	56	73	129	171	
4	6	71	142	175	
3	17	82	175	NA 
2	66	175	NA NA 
3	56	74	175	NA 
4	123	132	146	178	
2	39	169	NA NA 
4	31	46	171	173	
2	44	175	NA NA 
2	136	170	NA NA 
2	44	171	NA NA 
3	47	104	169	NA 
2	47	171	NA NA 
3	39	175	177	NA 
2	19	169	NA NA 
2	2	163	NA NA 
2	27	163	NA NA 
3	36	160	169	NA 
2	23	169	NA NA 
2	17	171	NA NA 
2	47	171	NA NA 
3	6	15	169	NA 
2	41	171	NA NA 
2	0	180	NA NA 
2	21	171	NA NA 
2	16	175	NA NA 
2	7	163	NA NA 
3	72	147	171	NA 
3	53	175	190	NA 
4	91	145	164	175	
2	42	169	NA NA 
2	27	163	NA NA 
2	18	169	NA NA 
2	14	169	NA NA 
3	0	57	175	NA 
2	66	175	NA NA 
1	175	NA NA NA 
3	53	64	171	NA 
3	57	58	171	NA 
3	73	85	175	NA 
2	26	175	NA NA 
2	62	175	NA NA 
2	66	175	NA NA 
1	146	NA NA NA 
2	6	175	NA NA 
2	136	171	NA NA 
4	76	91	143	163	
2	73	169	NA NA 
2	8	171	NA NA 
4	22	160	171	191	
2	1	175	NA NA 
3	1	25	135	NA 
2	19	178	NA NA 
2	69	178	NA NA 
2	56	171	NA NA 
2	25	169	NA NA 
4	14	52	122	169	
2	29	169	NA NA 
2	97	180	NA NA 
2	16	178	NA NA 
4	28	156	169	178	
2	31	178	NA NA 
2	134	178	NA NA 
2	10	175	NA NA 
4	8	109	132	171	
2	0	171	NA NA 
