snp	 s0	s1	s2	s3	
4	29	60	79	109	
4	29	64	79	114	
4	37	64	79	114	
4	37	64	79	114	
4	37	79	121	183	
4	36	45	79	110	
4	34	61	79	84	
4	52	60	79	84	
3	53	79	84	NA 
4	53	62	79	84	
4	46	62	79	84	
4	41	61	79	94	
4	41	74	79	86	
4	29	60	79	86	
4	31	63	79	86	
4	32	63	79	85	
3	50	79	82	NA 
4	35	64	79	86	
3	31	79	94	NA 
3	41	79	111	NA 
3	36	79	172	NA 
3	41	79	182	NA 
3	34	79	114	NA 
4	53	59	79	114	
4	53	55	79	93	
3	53	79	93	NA 
3	53	79	98	NA 
3	37	79	88	NA 
4	31	63	79	86	
4	23	60	79	85	
4	23	60	79	85	
4	25	60	79	85	
4	23	79	94	108	
4	29	37	79	85	
4	49	59	79	85	
4	26	48	79	85	
4	34	62	79	85	
4	24	34	79	85	
4	38	64	79	121	
4	38	64	79	111	
4	24	65	79	111	
4	29	65	79	111	
4	41	69	79	121	
4	53	62	79	111	
4	53	64	79	110	
3	53	79	110	NA 
4	49	63	79	110	
4	41	65	79	110	
4	40	65	79	111	
3	40	79	114	NA 
4	35	59	79	124	
4	15	43	79	124	
4	41	65	79	121	
4	41	55	79	114	
4	38	61	79	114	
4	40	59	79	124	
4	37	59	79	124	
4	37	59	79	124	
4	37	65	79	124	
4	38	65	79	124	
4	48	65	79	124	
4	33	61	79	124	
4	11	23	79	124	
4	31	65	79	86	
4	31	59	79	110	
4	43	59	79	110	
4	50	59	79	110	
4	50	59	79	110	
4	51	64	79	114	
4	50	62	79	114	
3	50	79	110	NA 
3	52	79	110	NA 
4	46	62	79	110	
4	46	62	79	114	
4	52	60	79	114	
4	34	49	79	114	
3	37	79	114	NA 
4	40	79	110	176	
4	45	75	79	110	
4	31	66	79	110	
4	41	62	79	111	
4	38	61	79	111	
4	52	64	79	110	
4	52	61	79	110	
4	50	61	79	110	
4	37	64	79	110	
4	37	64	79	110	
4	37	62	79	110	
4	48	65	79	110	
4	41	67	79	88	
4	40	61	79	86	
4	49	61	79	84	
4	49	65	79	84	
4	50	64	79	84	
4	48	63	79	86	
4	52	62	79	88	
4	52	62	79	84	
4	52	61	79	84	
4	52	63	79	88	
4	52	59	79	88	
4	52	64	71	79	
3	52	71	79	NA 
4	52	62	79	159	
4	52	59	79	165	
4	36	62	79	171	
4	37	62	79	166	
4	37	61	70	79	
4	45	61	76	79	
4	48	65	75	79	
4	49	74	84	177	
4	49	74	84	177	
4	49	79	84	98	
4	47	49	79	91	
4	53	65	79	98	
4	53	62	79	98	
4	49	63	79	98	
4	41	54	79	98	
4	36	79	94	113	
4	36	65	79	94	
4	38	63	79	94	
4	38	60	79	94	
3	52	79	111	NA 
4	46	60	79	111	
4	41	60	79	111	
3	41	79	93	NA 
4	43	65	79	111	
4	41	63	79	111	
4	37	63	79	110	
4	36	66	79	109	
4	41	60	79	121	
4	36	60	79	121	
3	40	79	121	NA 
3	38	79	121	NA 
4	49	54	79	111	
4	52	64	79	124	
4	52	60	79	114	
3	52	79	111	NA 
4	35	79	111	122	
3	36	79	111	NA 
3	35	79	111	NA 
4	26	73	79	111	
4	37	63	79	110	
4	40	71	79	114	
4	40	44	79	114	
4	37	59	79	114	
4	53	64	79	124	
4	50	64	79	124	
4	52	64	79	124	
4	33	63	79	124	
4	31	61	79	124	
4	23	61	79	124	
3	37	79	111	NA 
3	46	79	111	NA 
4	49	65	79	109	
4	49	60	79	109	
4	52	62	79	109	
4	31	62	79	88	
4	24	63	79	88	
4	33	63	79	84	
4	33	59	79	84	
4	23	79	101	178	
4	31	63	79	110	
4	31	62	79	110	
3	26	79	110	NA 
4	35	79	98	125	
4	31	54	79	98	
4	35	55	79	98	
4	35	79	114	119	
4	25	44	79	114	
4	32	65	79	121	
3	37	79	121	NA 
4	53	79	111	173	
4	53	64	79	110	
4	53	73	79	110	
4	53	60	79	110	
4	35	60	79	110	
3	35	79	110	NA 
3	25	79	110	NA 
4	50	55	79	110	
4	19	50	79	110	
4	41	59	79	111	
3	33	79	111	NA 
4	40	60	79	111	
4	32	46	79	111	
3	43	79	114	NA 
4	49	60	79	121	
4	53	65	79	121	
4	50	65	79	124	
4	50	65	79	114	
4	9	41	79	114	
4	38	63	79	114	
4	29	63	79	114	
4	29	61	79	114	
4	34	65	79	114	
3	31	79	114	NA 
4	45	64	79	91	
4	47	63	79	91	
4	36	60	79	91	
4	33	62	79	91	
4	33	55	79	91	
4	36	79	93	101	
3	40	79	85	NA 
4	23	38	79	85	
4	38	64	79	85	
4	40	75	79	85	
4	33	79	84	121	
4	23	79	85	114	
4	48	63	79	84	
4	41	63	79	91	
4	31	63	79	91	
4	32	63	79	91	
4	37	63	79	98	
3	31	64	79	NA 
4	31	37	79	121	
4	52	79	121	142	
4	24	34	79	121	
4	34	63	79	114	
4	32	63	79	114	
4	26	63	79	111	
4	49	60	79	111	
4	49	62	79	111	
4	50	64	79	111	
4	49	64	79	111	
4	50	65	79	110	
4	50	65	79	110	
3	29	79	114	NA 
4	35	43	79	114	
3	43	79	111	NA 
4	34	66	79	111	
4	34	66	79	111	
4	30	48	79	111	
4	23	61	79	111	
4	23	61	79	111	
4	31	60	79	114	
4	35	60	79	114	
4	37	60	79	114	
3	37	79	114	NA 
4	41	61	79	114	
4	49	65	79	114	
3	49	79	110	NA 
4	21	49	79	111	
3	49	79	121	NA 
4	49	59	79	111	
3	50	79	111	NA 
3	50	79	111	NA 
4	53	65	79	111	
4	53	60	79	111	
4	52	79	111	126	
4	50	65	79	110	
4	50	79	114	153	
4	52	59	79	176	
4	46	59	79	165	
4	53	55	79	165	
3	33	79	172	NA 
3	29	79	121	NA 
3	33	79	121	NA 
3	34	79	111	NA 
4	32	61	79	110	
3	37	79	110	NA 
4	53	79	92	171	
4	40	79	102	137	
3	46	79	93	NA 
4	37	61	79	84	
4	35	62	79	85	
4	40	61	79	88	
4	36	61	79	93	
4	36	61	79	85	
4	38	61	79	85	
4	48	61	79	85	
4	40	64	79	85	
4	49	64	79	85	
4	40	64	79	85	
4	41	63	79	84	
4	41	63	79	84	
4	52	79	84	146	
3	40	79	93	NA 
3	41	79	98	NA 
4	41	76	79	166	
3	50	79	111	NA 
3	50	79	111	NA 
4	49	79	89	111	
4	41	61	79	109	
4	37	62	79	101	
4	31	45	79	84	
4	35	79	95	101	
4	33	83	95	101	
4	35	83	95	121	
4	34	83	105	121	
4	26	83	105	121	
4	25	40	79	121	
4	43	79	121	160	
4	28	38	79	126	
4	40	79	81	126	
4	37	65	79	126	
4	35	61	79	126	
4	37	61	79	126	
4	44	61	79	126	
4	52	61	83	126	
4	52	61	81	126	
4	49	65	81	126	
4	48	63	83	126	
4	50	61	83	126	
4	50	59	83	126	
4	48	59	83	126	
4	48	65	83	126	
4	48	59	83	126	
4	48	63	73	126	
4	48	63	73	126	
4	29	62	73	126	
4	35	62	73	126	
4	48	62	73	126	
4	40	62	73	126	
4	33	62	73	126	
4	33	59	73	126	
4	33	60	73	126	
4	41	59	73	126	
4	35	61	73	126	
4	36	61	73	126	
4	31	61	73	126	
4	35	61	73	126	
4	32	60	73	126	
4	29	62	73	126	
4	49	61	73	126	
4	38	61	73	126	
4	36	63	73	126	
4	46	63	73	126	
4	49	63	73	126	
4	49	65	73	126	
4	49	60	73	126	
4	49	60	73	126	
4	49	66	73	126	
4	49	66	73	126	
4	52	66	73	126	
4	48	64	73	126	
4	50	64	73	126	
4	49	63	73	126	
4	50	63	73	126	
4	53	62	73	126	
4	53	62	73	126	
4	53	62	73	126	
4	50	61	73	126	
4	50	66	73	126	
4	50	59	73	126	
4	49	59	73	126	
4	49	59	73	126	
4	41	59	73	126	
4	33	59	74	126	
4	41	59	73	126	
4	48	59	73	126	
4	49	59	73	126	
4	53	59	73	126	
4	53	61	73	126	
4	53	61	73	126	
4	53	73	95	126	
4	53	73	95	126	
4	53	74	102	126	
4	38	74	102	126	
3	41	74	126	NA 
4	48	65	73	126	
4	48	64	73	126	
4	45	59	73	126	
4	53	59	73	126	
4	48	60	73	126	
4	41	61	73	126	
4	38	59	73	126	
4	50	59	73	126	
4	49	59	73	126	
4	50	64	73	126	
4	50	64	73	126	
4	49	64	73	126	
4	52	61	79	126	
4	52	61	74	126	
4	52	61	74	126	
3	48	74	126	NA 
4	52	65	83	126	
4	52	65	73	126	
4	52	55	73	126	
4	52	65	73	126	
4	52	62	73	126	
4	50	52	73	126	
4	50	73	81	126	
3	50	81	126	NA 
4	50	61	81	126	
4	50	61	79	126	
4	50	61	74	126	
4	40	61	74	126	
4	35	61	73	126	
4	26	62	73	126	
4	26	62	73	126	
4	26	59	73	126	
4	34	59	73	126	
4	34	59	73	126	
4	33	63	73	126	
4	31	59	73	126	
4	26	61	73	126	
4	26	61	73	126	
4	38	61	73	126	
4	36	61	73	126	
4	48	60	73	126	
4	48	64	83	126	
4	48	60	83	126	
4	48	60	83	126	
4	48	65	73	126	
4	48	61	73	126	
4	49	63	74	126	
4	29	49	74	126	
4	50	64	74	126	
4	50	62	73	126	
4	50	59	73	126	
4	48	59	73	126	
4	37	59	73	126	
4	44	59	73	126	
4	52	59	73	126	
4	53	59	73	126	
4	25	61	73	126	
4	25	61	73	126	
4	25	61	73	126	
4	41	66	73	126	
4	48	62	73	126	
4	53	66	73	126	
4	40	61	73	126	
4	52	65	73	126	
4	52	62	73	126	
4	36	62	73	126	
4	34	62	73	126	
4	34	60	73	126	
4	31	64	73	126	
4	31	65	73	126	
4	34	63	73	126	
4	36	61	73	126	
4	35	61	73	126	
4	36	61	73	126	
4	33	59	73	126	
4	36	59	73	126	
4	41	59	73	126	
4	35	60	83	126	
4	25	63	83	126	
3	29	73	126	NA 
4	29	65	73	126	
4	29	65	73	126	
4	25	65	81	126	
4	37	65	73	126	
4	41	66	73	126	
4	24	64	73	126	
4	32	61	73	126	
4	40	62	73	126	
4	40	65	73	126	
4	40	65	73	126	
4	40	65	83	126	
4	31	64	73	126	
4	40	61	73	126	
4	52	62	73	126	
4	46	62	73	126	
4	52	59	73	126	
4	52	65	73	126	
4	52	64	73	126	
4	44	60	73	126	
4	40	59	73	126	
4	48	60	73	126	
4	48	60	73	126	
4	49	56	73	126	
4	53	56	73	126	
3	32	74	126	NA 
4	52	74	126	177	
4	26	63	74	126	
3	36	74	126	NA 
4	34	64	74	126	
4	29	62	74	126	
4	38	62	74	126	
4	38	64	74	126	
4	38	59	83	126	
3	50	83	126	NA 
3	26	74	126	NA 
4	33	60	74	126	
4	49	64	83	126	
4	49	62	74	126	
4	48	65	73	126	
4	53	65	73	126	
4	52	63	73	126	
4	52	62	73	126	
4	53	62	73	126	
4	52	62	73	126	
4	3	52	73	126	
3	52	74	126	NA 
4	48	61	74	126	
4	43	61	74	126	
4	50	65	79	126	
4	50	62	79	124	
4	41	62	79	124	
4	32	64	79	114	
4	31	64	79	137	
3	33	79	137	NA 
4	41	59	79	135	
4	38	61	79	137	
4	46	61	79	137	
4	41	46	79	109	
3	31	79	110	NA 
4	38	79	99	111	
4	48	65	79	88	
4	43	61	79	98	
4	24	62	79	98	
4	24	61	79	93	
4	24	62	79	91	
4	40	62	79	91	
4	40	62	79	86	
4	53	62	79	93	
4	53	65	79	84	
4	53	65	79	84	
4	53	60	79	84	
4	50	60	79	88	
4	52	60	79	94	
4	52	60	79	121	
4	48	64	79	121	
3	50	79	121	NA 
3	50	79	114	NA 
4	53	61	79	114	
4	53	63	79	114	
4	53	63	79	114	
4	40	63	79	114	
3	53	79	121	NA 
4	46	54	79	121	
4	40	64	79	121	
4	41	61	79	114	
4	41	61	79	124	
4	37	61	79	124	
4	48	64	79	124	
4	43	64	79	114	
4	29	64	79	114	
4	31	61	79	114	
4	33	65	79	124	
4	24	59	79	124	
4	33	59	79	124	
4	29	64	79	124	
4	31	62	79	124	
4	31	59	79	124	
4	32	55	79	114	
4	34	79	114	164	
4	30	34	79	102	
4	40	66	79	124	
4	36	61	79	91	
4	36	61	79	101	
4	33	62	79	94	
4	29	65	79	94	
4	38	63	79	91	
3	35	79	88	NA 
4	35	59	79	93	
4	41	61	79	85	
3	48	79	85	NA 
3	49	79	85	NA 
4	36	79	85	137	
4	33	71	79	85	
4	37	63	79	82	
4	37	66	79	82	
3	40	79	88	NA 
4	40	66	79	88	
4	45	62	79	91	
4	53	62	79	91	
4	53	61	79	98	
4	49	62	79	98	
4	49	62	79	98	
4	29	65	79	98	
4	24	65	79	98	
4	24	65	79	98	
4	24	63	79	93	
4	38	60	79	85	
4	38	63	79	85	
4	49	79	85	163	
4	46	63	79	94	
4	53	59	79	91	
4	53	60	79	88	
4	50	60	79	88	
3	24	79	98	NA 
4	31	79	95	98	
4	24	74	95	101	
4	34	74	95	102	
4	32	74	95	102	
4	32	74	95	102	
4	49	74	95	102	
4	40	74	95	101	
4	46	74	95	98	
4	46	74	95	98	
4	40	74	95	102	
4	32	74	95	102	
4	29	74	95	102	
4	29	74	95	102	
4	33	74	95	102	
4	31	83	95	102	
4	35	73	95	102	
4	37	73	95	102	
4	38	73	95	102	
4	38	73	95	102	
4	33	73	95	102	
4	33	73	95	98	
4	33	73	95	98	
4	37	73	95	98	
4	35	73	95	98	
4	52	73	95	98	
4	49	73	95	98	
4	53	73	95	98	
4	53	73	95	98	
4	50	73	95	98	
4	50	83	95	102	
4	48	83	95	102	
4	48	73	95	102	
4	48	73	95	102	
4	40	73	95	102	
4	40	73	95	102	
4	45	73	95	102	
4	29	73	95	102	
4	35	73	95	101	
4	35	73	95	101	
4	35	73	95	101	
4	43	73	95	101	
4	48	73	95	101	
4	48	73	95	102	
4	48	73	95	102	
4	49	73	95	98	
4	50	81	95	98	
4	41	81	95	102	
4	49	81	95	102	
4	49	81	95	102	
4	49	81	95	102	
4	49	81	95	101	
4	49	81	95	101	
4	49	81	95	101	
4	38	73	95	101	
4	46	73	95	98	
4	25	73	95	98	
4	23	79	95	98	
4	23	79	95	98	
4	32	73	95	98	
4	36	73	95	98	
4	40	73	95	98	
4	43	73	95	98	
4	50	73	95	98	
