snp	 s0	s1	s2	s3	
4	1	14	36	43	
3	1	21	38	NA 
4	1	18	38	46	
4	1	34	45	54	
4	1	18	52	61	
3	1	18	50	NA 
3	1	20	46	NA 
3	1	17	45	NA 
4	1	6	18	41	
3	1	18	36	NA 
3	1	4	56	NA 
3	2	7	54	NA 
4	2	7	35	51	
2	1	44	NA NA 
3	1	7	55	NA 
2	1	53	NA NA 
4	1	17	41	57	
3	1	51	53	NA 
2	1	42	NA NA 
4	1	41	51	52	
3	1	35	41	NA 
4	1	10	11	29	
4	1	18	35	36	
2	1	34	NA NA 
2	1	46	NA NA 
2	1	35	NA NA 
3	1	34	55	NA 
2	1	34	NA NA 
2	1	46	NA NA 
3	1	20	51	NA 
4	1	7	42	44	
3	1	5	35	NA 
2	1	54	NA NA 
2	1	57	NA NA 
3	1	46	56	NA 
2	1	56	NA NA 
2	1	42	NA NA 
2	1	42	NA NA 
3	1	38	57	NA 
3	1	18	56	NA 
2	1	45	NA NA 
4	1	18	22	46	
4	1	20	35	42	
2	1	34	NA NA 
4	1	7	29	34	
3	1	34	89	NA 
2	1	57	NA NA 
2	1	56	NA NA 
4	1	5	27	42	
4	1	25	29	60	
2	1	42	NA NA 
2	1	52	NA NA 
4	1	28	29	50	
4	1	20	34	45	
2	1	34	NA NA 
4	1	33	35	66	
2	1	36	NA NA 
3	1	27	51	NA 
4	1	7	36	38	
3	1	33	71	NA 
2	1	45	NA NA 
2	1	42	NA NA 
2	1	36	NA NA 
3	1	29	39	NA 
4	1	4	21	39	
3	1	35	42	NA 
4	1	21	50	89	
3	1	51	71	NA 
2	1	34	NA NA 
3	1	11	33	NA 
2	1	38	NA NA 
4	1	27	39	58	
4	1	18	39	77	
4	1	18	32	70	
3	1	7	57	NA 
3	1	35	57	NA 
2	1	66	NA NA 
2	1	42	NA NA 
2	1	54	NA NA 
2	1	66	NA NA 
2	1	57	NA NA 
2	1	57	NA NA 
2	1	35	NA NA 
2	1	54	NA NA 
2	1	50	NA NA 
2	1	45	NA NA 
2	1	41	NA NA 
2	1	39	NA NA 
2	1	36	NA NA 
2	1	44	NA NA 
2	1	39	NA NA 
2	1	42	NA NA 
2	1	35	NA NA 
2	1	42	NA NA 
3	1	42	90	NA 
2	1	35	NA NA 
2	1	44	NA NA 
2	1	35	NA NA 
2	1	41	NA NA 
2	1	53	NA NA 
2	1	35	NA NA 
2	1	39	NA NA 
2	1	35	NA NA 
3	1	41	42	NA 
2	1	54	NA NA 
2	1	55	NA NA 
2	1	39	NA NA 
2	1	36	NA NA 
2	1	52	NA NA 
2	1	34	NA NA 
2	1	41	NA NA 
2	1	53	NA NA 
3	1	7	50	NA 
3	1	42	44	NA 
3	1	34	44	NA 
4	1	34	42	66	
2	1	38	NA NA 
2	1	54	NA NA 
2	1	34	NA NA 
2	1	36	NA NA 
2	1	35	NA NA 
2	1	45	NA NA 
2	1	42	NA NA 
4	1	18	22	54	
2	1	34	NA NA 
4	1	6	9	42	
2	1	45	NA NA 
3	1	28	50	NA 
2	1	57	NA NA 
2	1	50	NA NA 
2	1	50	NA NA 
3	1	18	41	NA 
2	1	55	NA NA 
2	1	46	NA NA 
2	1	52	NA NA 
2	1	34	NA NA 
2	1	55	NA NA 
2	1	34	NA NA 
2	1	57	NA NA 
2	1	52	NA NA 
2	1	57	NA NA 
2	1	54	NA NA 
3	1	6	42	NA 
3	1	18	50	NA 
2	1	33	NA NA 
2	1	45	NA NA 
3	1	33	55	NA 
3	1	5	46	NA 
3	1	2	46	NA 
2	1	35	NA NA 
3	1	16	35	NA 
3	1	54	55	NA 
3	1	21	34	NA 
2	1	46	NA NA 
2	1	45	NA NA 
2	1	53	NA NA 
2	1	41	NA NA 
2	1	46	NA NA 
2	1	42	NA NA 
2	1	46	NA NA 
2	1	52	NA NA 
3	1	18	50	NA 
2	1	52	NA NA 
2	1	39	NA NA 
2	1	34	NA NA 
2	1	29	NA NA 
3	1	19	39	NA 
2	1	39	NA NA 
3	1	46	50	NA 
2	1	29	NA NA 
2	1	36	NA NA 
2	1	34	NA NA 
2	1	50	NA NA 
4	1	24	52	71	
3	1	21	44	NA 
2	1	34	NA NA 
2	1	45	NA NA 
2	1	39	NA NA 
2	1	46	NA NA 
3	1	5	34	NA 
3	1	3	56	NA 
2	1	36	NA NA 
3	1	18	66	NA 
2	1	77	NA NA 
2	1	55	NA NA 
2	1	34	NA NA 
2	1	41	NA NA 
2	1	44	NA NA 
4	1	18	41	59	
3	1	46	57	NA 
4	1	20	53	62	
3	1	54	65	NA 
2	1	54	NA NA 
2	1	55	NA NA 
2	1	42	NA NA 
3	1	21	35	NA 
3	1	34	55	NA 
2	1	54	NA NA 
2	1	55	NA NA 
4	1	32	73	78	
2	1	56	NA NA 
3	1	22	34	NA 
4	1	12	20	64	
4	1	6	36	77	
4	1	36	41	72	
4	1	7	34	68	
2	1	44	NA NA 
3	1	34	50	NA 
2	1	52	NA NA 
4	1	22	41	51	
3	1	42	57	NA 
2	1	38	NA NA 
4	1	20	34	62	
4	0	1	20	39	
3	1	25	41	NA 
2	1	38	NA NA 
4	1	44	48	55	
2	1	38	NA NA 
3	1	27	53	NA 
3	1	4	41	NA 
4	1	27	56	85	
2	1	57	NA NA 
4	1	21	30	50	
3	1	21	52	NA 
4	1	20	53	65	
4	1	45	54	62	
4	1	20	52	56	
2	1	34	NA NA 
3	1	3	52	NA 
2	1	36	NA NA 
2	1	36	NA NA 
4	1	3	45	46	
3	1	56	77	NA 
4	1	6	54	88	
4	1	18	36	39	
4	1	7	18	35	
4	1	20	38	51	
4	1	34	49	65	
3	1	50	73	NA 
2	1	52	NA NA 
3	1	7	36	NA 
3	1	28	46	NA 
4	1	6	44	81	
3	1	53	73	NA 
4	1	18	29	34	
3	1	21	29	NA 
3	1	28	50	NA 
3	1	37	45	NA 
4	1	45	48	62	
4	1	18	42	65	
4	1	3	42	44	
4	1	41	60	75	
3	1	18	53	NA 
4	1	18	45	70	
3	1	45	57	NA 
2	1	34	NA NA 
3	1	41	54	NA 
4	1	7	21	38	
3	1	38	44	NA 
3	1	32	87	NA 
4	1	39	42	52	
2	1	38	NA NA 
2	1	28	NA NA 
3	1	21	35	NA 
3	1	45	57	NA 
2	1	45	NA NA 
4	1	4	5	35	
2	1	35	NA NA 
2	1	64	NA NA 
4	1	22	32	57	
2	1	55	NA NA 
3	1	45	52	NA 
4	1	34	48	51	
3	1	34	41	NA 
3	1	38	41	NA 
4	1	30	32	57	
2	1	53	NA NA 
2	1	32	NA NA 
2	1	52	NA NA 
2	1	29	NA NA 
4	0	28	53	56	
2	1	46	NA NA 
2	1	55	NA NA 
2	1	56	NA NA 
2	1	46	NA NA 
2	1	35	NA NA 
2	1	34	NA NA 
2	1	38	NA NA 
2	1	32	NA NA 
2	1	42	NA NA 
2	1	42	NA NA 
2	1	42	NA NA 
2	1	57	NA NA 
2	1	50	NA NA 
2	1	36	NA NA 
3	1	55	62	NA 
3	1	42	51	NA 
2	1	38	NA NA 
2	1	42	NA NA 
2	1	38	NA NA 
2	1	39	NA NA 
2	1	50	NA NA 
2	1	32	NA NA 
2	1	34	NA NA 
4	1	18	39	45	
3	1	21	38	NA 
4	1	22	34	72	
3	1	52	56	NA 
2	1	34	NA NA 
3	1	36	55	NA 
4	1	54	66	75	
4	1	38	39	79	
4	1	32	38	54	
2	1	44	NA NA 
3	1	52	83	NA 
4	1	21	36	65	
4	1	41	45	54	
3	1	55	63	NA 
3	1	34	72	NA 
2	1	34	NA NA 
4	1	33	39	41	
