snp	 s0	s1	s2	s3	
2	16	125	NA NA 
2	28	125	NA NA 
3	55	65	154	NA 
1	154	NA NA NA 
2	145	154	NA NA 
1	125	NA NA NA 
2	49	125	NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
3	125	131	156	NA 
1	128	NA NA NA 
1	125	NA NA NA 
2	75	154	NA NA 
1	154	NA NA NA 
1	154	NA NA NA 
4	94	119	134	140	
4	16	104	111	133	
4	91	94	124	135	
3	94	132	137	NA 
4	8	125	133	145	
2	125	137	NA NA 
4	54	56	57	125	
4	106	117	125	142	
3	102	110	125	NA 
4	4	47	119	125	
3	4	11	154	NA 
4	40	109	153	154	
1	154	NA NA NA 
1	154	NA NA NA 
2	127	154	NA NA 
1	154	NA NA NA 
1	154	NA NA NA 
4	23	24	47	154	
1	154	NA NA NA 
2	140	154	NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
2	100	125	NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
2	18	125	NA NA 
2	125	136	NA NA 
2	91	125	NA NA 
1	125	NA NA NA 
2	47	125	NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
4	43	46	57	125	
1	125	NA NA NA 
1	125	NA NA NA 
3	125	143	158	NA 
1	125	NA NA NA 
4	2	31	125	158	
3	79	125	154	NA 
2	106	125	NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
2	16	125	NA NA 
2	62	125	NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
4	49	125	143	150	
1	125	NA NA NA 
2	125	146	NA NA 
2	123	125	NA NA 
2	73	125	NA NA 
3	25	108	125	NA 
1	125	NA NA NA 
3	4	49	125	NA 
1	125	NA NA NA 
1	125	NA NA NA 
2	16	125	NA NA 
2	125	127	NA NA 
1	125	NA NA NA 
3	99	125	147	NA 
1	125	NA NA NA 
1	125	NA NA NA 
1	125	NA NA NA 
