snp	 s0	s1	s2	s3	
4	12	109	114	133	
4	12	35	152	158	
4	16	106	136	147	
4	14	84	91	108	
4	14	23	31	100	
2	14	111	NA NA 
3	37	98	163	NA 
4	37	93	140	166	
2	12	133	NA NA 
3	14	15	162	NA 
2	27	136	NA NA 
3	14	54	118	NA 
3	14	64	165	NA 
2	12	85	NA NA 
3	13	91	160	NA 
2	13	86	NA NA 
3	18	100	162	NA 
2	18	162	NA NA 
2	26	165	NA NA 
2	27	136	NA NA 
2	26	136	NA NA 
2	26	129	NA NA 
2	37	141	NA NA 
2	37	133	NA NA 
2	37	87	NA NA 
3	15	37	90	NA 
2	37	111	NA NA 
2	37	102	NA NA 
2	37	98	NA NA 
2	15	108	NA NA 
2	12	119	NA NA 
3	17	50	72	NA 
2	27	129	NA NA 
2	27	119	NA NA 
3	37	109	147	NA 
3	37	64	72	NA 
3	37	74	118	NA 
3	26	28	118	NA 
4	20	26	64	118	
3	14	109	118	NA 
2	17	163	NA NA 
2	14	146	NA NA 
2	14	165	NA NA 
3	12	104	119	NA 
2	26	80	NA NA 
3	13	37	79	NA 
4	12	76	77	80	
2	18	136	NA NA 
2	14	109	NA NA 
3	14	58	99	NA 
2	37	153	NA NA 
2	37	169	NA NA 
2	27	146	NA NA 
3	18	84	119	NA 
2	16	102	NA NA 
2	16	146	NA NA 
2	16	146	NA NA 
3	16	35	158	NA 
2	26	118	NA NA 
3	27	85	98	NA 
2	18	99	NA NA 
3	18	137	146	NA 
2	12	138	NA NA 
4	12	95	162	166	
4	15	18	138	164	
4	13	110	137	152	
4	17	72	95	104	
4	18	47	104	153	
3	14	116	158	NA 
3	12	57	160	NA 
3	16	76	141	NA 
3	13	140	153	NA 
3	26	72	166	NA 
4	17	20	100	138	
3	9	17	104	NA 
2	12	118	NA NA 
3	12	78	83	NA 
2	12	129	NA NA 
2	12	141	NA NA 
3	27	70	100	NA 
3	37	75	129	NA 
4	6	14	113	141	
2	15	118	NA NA 
3	13	111	118	NA 
3	14	47	91	NA 
2	16	108	NA NA 
2	37	90	NA NA 
2	12	119	NA NA 
2	14	111	NA NA 
2	14	111	NA NA 
2	12	83	NA NA 
3	13	85	90	NA 
3	18	69	80	NA 
4	13	47	68	136	
2	14	162	NA NA 
4	21	28	43	102	
2	37	79	NA NA 
2	26	86	NA NA 
3	16	28	84	NA 
3	16	124	146	NA 
2	12	150	NA NA 
2	37	163	NA NA 
2	37	141	NA NA 
2	16	140	NA NA 
2	26	108	NA NA 
2	13	109	NA NA 
2	14	118	NA NA 
2	14	137	NA NA 
2	18	111	NA NA 
2	18	109	NA NA 
4	12	17	101	119	
2	27	137	NA NA 
3	13	33	137	NA 
2	14	108	NA NA 
3	14	137	166	NA 
2	16	155	NA NA 
2	14	168	NA NA 
2	14	100	NA NA 
3	14	57	100	NA 
2	18	102	NA NA 
2	14	72	NA NA 
2	12	73	NA NA 
3	12	47	83	NA 
4	16	28	46	104	
2	16	111	NA NA 
3	18	136	169	NA 
2	18	129	NA NA 
2	17	86	NA NA 
3	12	18	98	NA 
2	12	90	NA NA 
2	14	86	NA NA 
2	14	133	NA NA 
2	27	141	NA NA 
4	16	22	53	141	
4	17	27	111	128	
3	27	41	111	NA 
3	26	113	146	NA 
3	26	114	162	NA 
2	14	150	NA NA 
3	26	133	163	NA 
2	12	111	NA NA 
3	14	146	150	NA 
4	22	45	119	145	
4	14	83	119	138	
2	27	160	NA NA 
3	27	115	140	NA 
4	25	27	29	129	
3	27	119	132	NA 
3	27	100	119	NA 
3	14	84	169	NA 
3	16	37	80	NA 
2	27	111	NA NA 
4	6	27	63	160	
4	14	74	121	169	
4	26	57	118	132	
2	37	91	NA NA 
2	37	111	NA NA 
4	37	55	86	119	
2	37	109	NA NA 
2	37	104	NA NA 
3	37	70	165	NA 
3	37	45	136	NA 
2	37	153	NA NA 
3	37	70	73	NA 
2	14	137	NA NA 
4	13	37	80	83	
4	37	137	155	169	
4	15	66	86	140	
3	26	67	79	NA 
4	12	24	153	154	
2	14	137	NA NA 
2	17	137	NA NA 
3	17	153	168	NA 
3	27	37	150	NA 
2	26	160	NA NA 
3	18	86	102	NA 
2	12	102	NA NA 
3	14	45	99	NA 
3	14	79	108	NA 
4	14	74	76	109	
2	16	84	NA NA 
4	14	56	86	121	
3	12	121	160	NA 
3	12	108	129	NA 
3	16	125	152	NA 
3	16	84	165	NA 
2	13	151	NA NA 
2	13	141	NA NA 
3	12	37	72	NA 
4	27	68	96	153	
4	27	51	91	147	
4	27	125	151	163	
4	27	43	143	158	
3	12	17	133	NA 
3	3	27	133	NA 
2	27	102	NA NA 
4	12	54	155	162	
4	14	91	111	158	
3	14	66	133	NA 
2	14	141	NA NA 
2	13	138	NA NA 
3	14	30	133	NA 
4	16	24	86	162	
2	14	119	NA NA 
2	14	136	NA NA 
2	14	98	NA NA 
2	14	74	NA NA 
2	14	140	NA NA 
3	13	14	153	NA 
3	12	41	140	NA 
2	26	140	NA NA 
2	26	150	NA NA 
2	37	141	NA NA 
4	12	37	55	150	
2	18	137	NA NA 
2	37	140	NA NA 
2	14	136	NA NA 
3	26	137	165	NA 
3	18	129	165	NA 
3	13	121	158	NA 
2	12	76	NA NA 
3	13	22	84	NA 
2	14	99	NA NA 
3	12	52	111	NA 
4	3	37	95	129	
4	37	112	129	141	
2	37	138	NA NA 
2	26	133	NA NA 
2	14	111	NA NA 
2	14	133	NA NA 
2	16	118	NA NA 
2	27	146	NA NA 
2	27	160	NA NA 
2	16	73	NA NA 
2	37	146	NA NA 
2	37	70	NA NA 
2	37	80	NA NA 
2	37	104	NA NA 
2	37	166	NA NA 
2	14	165	NA NA 
2	14	129	NA NA 
2	17	119	NA NA 
2	18	98	NA NA 
3	2	18	166	NA 
2	12	146	NA NA 
2	17	137	NA NA 
2	26	133	NA NA 
3	26	126	140	NA 
2	14	98	NA NA 
3	12	161	165	NA 
2	12	87	NA NA 
2	26	72	NA NA 
3	26	87	99	NA 
2	14	146	NA NA 
2	16	108	NA NA 
2	26	98	NA NA 
2	17	100	NA NA 
3	16	98	109	NA 
2	18	99	NA NA 
2	14	100	NA NA 
3	14	99	111	NA 
3	14	118	122	NA 
2	18	168	NA NA 
2	14	129	NA NA 
2	37	129	NA NA 
2	37	84	NA NA 
2	37	163	NA NA 
2	37	137	NA NA 
2	37	137	NA NA 
4	37	106	110	163	
3	27	37	98	NA 
3	37	60	118	NA 
2	37	168	NA NA 
3	37	83	108	NA 
2	37	100	NA NA 
2	37	99	NA NA 
3	26	37	166	NA 
2	16	119	NA NA 
3	26	73	110	NA 
4	13	91	119	160	
2	12	84	NA NA 
3	13	32	160	NA 
2	13	104	NA NA 
3	17	80	133	NA 
2	26	108	NA NA 
2	27	76	NA NA 
3	16	37	80	NA 
3	27	108	153	NA 
4	26	121	128	162	
3	17	67	83	NA 
2	16	119	NA NA 
2	16	166	NA NA 
3	16	118	161	NA 
2	26	74	NA NA 
3	21	23	136	NA 
3	18	119	133	NA 
4	14	16	111	131	
2	13	168	NA NA 
2	18	152	NA NA 
4	18	56	61	73	
3	17	74	168	NA 
3	14	109	154	NA 
2	14	150	NA NA 
3	13	148	163	NA 
2	12	74	NA NA 
3	12	93	150	NA 
2	27	76	NA NA 
2	27	98	NA NA 
2	17	84	NA NA 
2	12	160	NA NA 
3	14	118	131	NA 
3	14	118	139	NA 
2	16	98	NA NA 
2	16	98	NA NA 
2	16	153	NA NA 
3	14	140	163	NA 
4	17	98	111	140	
3	13	86	108	NA 
3	13	87	168	NA 
2	16	98	NA NA 
2	14	137	NA NA 
3	16	84	136	NA 
2	13	140	NA NA 
2	13	129	NA NA 
4	17	79	104	111	
3	16	46	140	NA 
3	37	111	150	NA 
3	17	146	158	NA 
2	18	83	NA NA 
3	17	74	109	NA 
2	16	136	NA NA 
3	13	64	118	NA 
2	13	84	NA NA 
3	12	37	83	NA 
3	13	74	153	NA 
3	17	133	145	NA 
3	14	93	129	NA 
3	14	129	167	NA 
2	14	119	NA NA 
2	12	119	NA NA 
2	27	165	NA NA 
2	27	98	NA NA 
2	14	151	NA NA 
3	14	136	138	NA 
3	15	65	153	NA 
2	16	74	NA NA 
3	17	43	138	NA 
2	18	136	NA NA 
2	18	129	NA NA 
3	26	74	162	NA 
2	26	158	NA NA 
3	27	46	108	NA 
2	26	136	NA NA 
3	27	86	160	NA 
4	12	31	99	118	
4	12	100	140	168	
4	14	23	67	98	
3	13	87	108	NA 
2	27	163	NA NA 
4	27	58	64	74	
2	18	108	NA NA 
4	12	32	92	152	
4	12	83	100	122	
4	13	100	116	125	
3	16	25	99	NA 
4	26	40	130	160	
2	26	168	NA NA 
4	18	148	155	165	
4	18	45	151	169	
2	18	150	NA NA 
3	14	84	137	NA 
2	37	108	NA NA 
2	13	100	NA NA 
4	18	70	73	162	
2	17	76	NA NA 
2	16	162	NA NA 
2	26	80	NA NA 
4	14	46	83	108	
2	14	72	NA NA 
3	13	73	100	NA 
2	37	100	NA NA 
2	12	153	NA NA 
2	17	141	NA NA 
3	26	129	169	NA 
2	26	162	NA NA 
4	26	91	111	140	
3	9	26	108	NA 
2	16	108	NA NA 
2	14	155	NA NA 
2	14	168	NA NA 
2	16	104	NA NA 
2	16	118	NA NA 
2	26	84	NA NA 
2	27	136	NA NA 
2	37	138	NA NA 
2	14	146	NA NA 
2	14	99	NA NA 
2	13	104	NA NA 
3	16	104	160	NA 
2	13	141	NA NA 
2	16	129	NA NA 
2	37	74	NA NA 
2	37	74	NA NA 
2	37	74	NA NA 
2	37	84	NA NA 
2	37	119	NA NA 
2	14	111	NA NA 
