snp	 s0	s1	s2	s3	
1	73	NA NA NA 
2	75	183	NA NA 
1	75	NA NA NA 
4	12	77	147	180	
1	75	NA NA NA 
3	13	83	103	NA 
4	73	81	92	179	
3	75	138	175	NA 
2	75	181	NA NA 
2	75	81	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
2	75	77	NA NA 
1	81	NA NA NA 
1	81	NA NA NA 
1	81	NA NA NA 
1	81	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	81	NA NA NA 
1	77	NA NA NA 
1	77	NA NA NA 
1	81	NA NA NA 
1	73	NA NA NA 
1	77	NA NA NA 
1	75	NA NA NA 
1	81	NA NA NA 
1	77	NA NA NA 
1	75	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	77	NA NA NA 
1	77	NA NA NA 
1	81	NA NA NA 
1	73	NA NA NA 
4	46	101	143	186	
2	75	94	NA NA 
3	48	63	73	NA 
2	75	176	NA NA 
3	50	81	113	NA 
1	81	NA NA NA 
1	81	NA NA NA 
1	81	NA NA NA 
1	77	NA NA NA 
1	77	NA NA NA 
1	81	NA NA NA 
0	NA NA NA NA 
1	185	NA NA NA 
1	81	NA NA NA 
1	77	NA NA NA 
1	77	NA NA NA 
1	77	NA NA NA 
1	81	NA NA NA 
1	75	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	77	NA NA NA 
1	77	NA NA NA 
2	49	81	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
3	43	55	77	NA 
1	75	NA NA NA 
1	81	NA NA NA 
1	73	NA NA NA 
1	77	NA NA NA 
1	75	NA NA NA 
1	75	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	77	NA NA NA 
0	NA NA NA NA 
1	81	NA NA NA 
1	75	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
3	103	104	183	NA 
0	NA NA NA NA 
1	81	NA NA NA 
1	77	NA NA NA 
2	72	73	NA NA 
3	77	116	178	NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	22	NA NA NA 
1	77	NA NA NA 
3	4	79	81	NA 
1	81	NA NA NA 
1	81	NA NA NA 
1	77	NA NA NA 
1	35	NA NA NA 
2	58	77	NA NA 
1	77	NA NA NA 
1	77	NA NA NA 
1	77	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	77	NA NA NA 
0	NA NA NA NA 
1	75	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	81	NA NA NA 
1	77	NA NA NA 
1	75	NA NA NA 
2	81	108	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	73	NA NA NA 
1	70	NA NA NA 
2	81	153	NA NA 
1	73	NA NA NA 
2	75	176	NA NA 
3	30	77	180	NA 
2	71	185	NA NA 
1	81	NA NA NA 
1	81	NA NA NA 
1	77	NA NA NA 
2	7	77	NA NA 
2	75	121	NA NA 
1	81	NA NA NA 
1	73	NA NA NA 
0	NA NA NA NA 
1	89	NA NA NA 
0	NA NA NA NA 
2	75	101	NA NA 
0	NA NA NA NA 
1	75	NA NA NA 
0	NA NA NA NA 
1	73	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	81	NA NA NA 
1	81	NA NA NA 
2	31	75	NA NA 
1	77	NA NA NA 
1	75	NA NA NA 
0	NA NA NA NA 
2	69	75	NA NA 
1	81	NA NA NA 
1	81	NA NA NA 
2	75	176	NA NA 
