snp	 s0	s1	s2	s3	
2	10	147	NA NA 
2	80	147	NA NA 
2	103	147	NA NA 
3	61	116	147	NA 
2	92	110	NA NA 
2	92	110	NA NA 
2	92	122	NA NA 
2	66	122	NA NA 
2	80	147	NA NA 
3	23	129	141	NA 
2	136	141	NA NA 
3	84	107	147	NA 
2	108	147	NA NA 
2	80	122	NA NA 
2	66	122	NA NA 
2	122	135	NA NA 
2	55	122	NA NA 
2	55	122	NA NA 
2	40	122	NA NA 
2	87	122	NA NA 
2	113	147	NA NA 
3	67	111	147	NA 
3	82	124	141	NA 
2	123	147	NA NA 
2	134	147	NA NA 
3	13	130	141	NA 
2	130	141	NA NA 
2	136	147	NA NA 
2	40	141	NA NA 
2	141	142	NA NA 
2	113	141	NA NA 
2	85	147	NA NA 
2	12	147	NA NA 
3	78	107	147	NA 
2	110	113	NA NA 
3	110	118	123	NA 
2	110	132	NA NA 
4	25	33	138	147	
4	59	102	139	147	
2	71	147	NA NA 
2	59	147	NA NA 
2	130	147	NA NA 
3	80	142	147	NA 
2	85	147	NA NA 
4	6	16	132	147	
3	80	120	147	NA 
2	116	147	NA NA 
2	139	147	NA NA 
3	123	132	141	NA 
3	33	143	147	NA 
2	122	132	NA NA 
2	40	122	NA NA 
2	44	110	NA NA 
2	71	110	NA NA 
2	47	110	NA NA 
2	55	110	NA NA 
2	40	141	NA NA 
2	44	141	NA NA 
2	119	141	NA NA 
2	119	147	NA NA 
3	87	90	147	NA 
2	119	147	NA NA 
3	44	135	147	NA 
2	132	141	NA NA 
2	43	147	NA NA 
2	42	147	NA NA 
3	90	147	148	NA 
3	81	107	147	NA 
4	13	118	134	147	
3	119	132	147	NA 
2	32	147	NA NA 
3	64	121	147	NA 
3	16	30	122	NA 
4	15	47	97	122	
4	22	53	87	122	
2	122	136	NA NA 
3	66	122	134	NA 
2	66	110	NA NA 
4	32	100	110	113	
2	71	110	NA NA 
2	103	147	NA NA 
2	76	147	NA NA 
3	29	42	141	NA 
4	83	93	110	129	
2	134	141	NA NA 
2	42	122	NA NA 
3	10	122	145	NA 
4	22	111	122	128	
3	113	122	130	NA 
3	71	122	148	NA 
4	80	89	122	133	
3	101	122	130	NA 
4	76	80	122	133	
3	16	122	148	NA 
3	42	113	122	NA 
3	40	122	123	NA 
4	48	71	100	141	
2	123	147	NA NA 
4	36	69	76	141	
2	108	141	NA NA 
4	21	82	99	141	
4	63	73	80	110	
3	8	103	110	NA 
3	76	122	127	NA 
3	26	111	141	NA 
2	134	141	NA NA 
2	32	141	NA NA 
3	40	97	141	NA 
2	49	141	NA NA 
3	108	136	141	NA 
3	50	130	141	NA 
2	139	141	NA NA 
4	9	41	141	142	
3	42	69	147	NA 
4	34	51	103	136	
3	34	51	134	NA 
4	38	102	139	145	
4	43	76	136	147	
2	40	147	NA NA 
3	16	80	141	NA 
2	21	147	NA NA 
3	12	37	122	NA 
3	38	76	141	NA 
3	32	119	141	NA 
2	113	141	NA NA 
3	62	107	141	NA 
4	27	40	60	141	
3	53	131	141	NA 
4	49	132	141	147	
2	49	141	NA NA 
3	39	80	122	NA 
2	119	122	NA NA 
3	78	121	122	NA 
3	110	119	142	NA 
2	42	110	NA NA 
4	52	86	122	123	
3	66	73	122	NA 
4	58	122	135	136	
2	122	130	NA NA 
4	72	103	122	134	
3	112	116	147	NA 
3	136	147	148	NA 
4	36	37	79	147	
2	54	147	NA NA 
4	44	53	126	147	
4	24	26	83	141	
4	10	12	55	141	
4	55	108	114	141	
