snp	 s0	s1	s2	s3	
1	90	NA NA NA 
2	52	86	NA NA 
1	90	NA NA NA 
1	98	NA NA NA 
1	77	NA NA NA 
1	81	NA NA NA 
1	88	NA NA NA 
1	98	NA NA NA 
1	74	NA NA NA 
1	97	NA NA NA 
1	87	NA NA NA 
1	18	NA NA NA 
1	41	NA NA NA 
3	96	98	115	NA 
1	87	NA NA NA 
1	77	NA NA NA 
1	77	NA NA NA 
1	113	NA NA NA 
1	90	NA NA NA 
1	60	NA NA NA 
1	51	NA NA NA 
1	72	NA NA NA 
1	88	NA NA NA 
1	87	NA NA NA 
1	88	NA NA NA 
3	59	74	90	NA 
1	77	NA NA NA 
1	87	NA NA NA 
1	21	NA NA NA 
1	81	NA NA NA 
1	87	NA NA NA 
1	88	NA NA NA 
2	56	72	NA NA 
2	28	72	NA NA 
1	46	NA NA NA 
1	18	NA NA NA 
1	113	NA NA NA 
4	34	35	72	84	
2	5	88	NA NA 
1	72	NA NA NA 
2	90	98	NA NA 
1	86	NA NA NA 
1	88	NA NA NA 
1	88	NA NA NA 
3	77	101	113	NA 
1	88	NA NA NA 
2	88	97	NA NA 
1	86	NA NA NA 
2	49	88	NA NA 
1	20	NA NA NA 
1	36	NA NA NA 
1	36	NA NA NA 
1	97	NA NA NA 
1	86	NA NA NA 
2	86	119	NA NA 
1	81	NA NA NA 
1	86	NA NA NA 
1	90	NA NA NA 
1	38	NA NA NA 
1	77	NA NA NA 
2	56	90	NA NA 
1	81	NA NA NA 
1	86	NA NA NA 
1	81	NA NA NA 
2	113	117	NA NA 
1	113	NA NA NA 
2	58	88	NA NA 
1	86	NA NA NA 
1	77	NA NA NA 
1	72	NA NA NA 
3	9	18	72	NA 
1	72	NA NA NA 
2	20	113	NA NA 
1	86	NA NA NA 
1	87	NA NA NA 
2	77	81	NA NA 
2	87	90	NA NA 
1	98	NA NA NA 
1	36	NA NA NA 
1	72	NA NA NA 
1	72	NA NA NA 
1	51	NA NA NA 
1	81	NA NA NA 
1	41	NA NA NA 
2	72	117	NA NA 
1	77	NA NA NA 
1	72	NA NA NA 
1	81	NA NA NA 
1	51	NA NA NA 
1	77	NA NA NA 
1	41	NA NA NA 
2	20	60	NA NA 
2	84	86	NA NA 
2	81	97	NA NA 
1	86	NA NA NA 
1	81	NA NA NA 
1	18	NA NA NA 
2	74	90	NA NA 
2	84	88	NA NA 
1	87	NA NA NA 
2	90	99	NA NA 
1	87	NA NA NA 
1	77	NA NA NA 
1	88	NA NA NA 
1	36	NA NA NA 
1	90	NA NA NA 
1	72	NA NA NA 
1	86	NA NA NA 
1	88	NA NA NA 
1	98	NA NA NA 
1	86	NA NA NA 
1	81	NA NA NA 
1	20	NA NA NA 
1	86	NA NA NA 
1	88	NA NA NA 
2	72	143	NA NA 
1	77	NA NA NA 
1	81	NA NA NA 
1	87	NA NA NA 
1	74	NA NA NA 
1	72	NA NA NA 
2	90	97	NA NA 
1	97	NA NA NA 
1	98	NA NA NA 
1	74	NA NA NA 
2	74	86	NA NA 
1	86	NA NA NA 
1	87	NA NA NA 
1	90	NA NA NA 
1	87	NA NA NA 
1	88	NA NA NA 
2	38	133	NA NA 
1	97	NA NA NA 
1	90	NA NA NA 
1	81	NA NA NA 
1	87	NA NA NA 
1	90	NA NA NA 
1	46	NA NA NA 
1	36	NA NA NA 
1	86	NA NA NA 
1	81	NA NA NA 
1	72	NA NA NA 
1	81	NA NA NA 
2	36	86	NA NA 
1	72	NA NA NA 
1	72	NA NA NA 
1	72	NA NA NA 
1	81	NA NA NA 
1	72	NA NA NA 
1	86	NA NA NA 
1	72	NA NA NA 
1	88	NA NA NA 
1	81	NA NA NA 
1	87	NA NA NA 
1	87	NA NA NA 
1	90	NA NA NA 
1	87	NA NA NA 
1	46	NA NA NA 
1	88	NA NA NA 
1	77	NA NA NA 
1	87	NA NA NA 
1	51	NA NA NA 
2	77	87	NA NA 
1	113	NA NA NA 
1	90	NA NA NA 
1	86	NA NA NA 
2	75	88	NA NA 
1	87	NA NA NA 
1	113	NA NA NA 
2	24	113	NA NA 
1	21	NA NA NA 
1	20	NA NA NA 
1	77	NA NA NA 
1	90	NA NA NA 
2	18	21	NA NA 
2	98	138	NA NA 
1	90	NA NA NA 
1	87	NA NA NA 
1	77	NA NA NA 
1	87	NA NA NA 
1	98	NA NA NA 
2	86	107	NA NA 
2	86	98	NA NA 
1	88	NA NA NA 
1	113	NA NA NA 
1	113	NA NA NA 
1	98	NA NA NA 
1	88	NA NA NA 
1	87	NA NA NA 
1	113	NA NA NA 
1	113	NA NA NA 
1	86	NA NA NA 
1	86	NA NA NA 
1	90	NA NA NA 
1	38	NA NA NA 
1	77	NA NA NA 
1	87	NA NA NA 
1	77	NA NA NA 
1	90	NA NA NA 
1	36	NA NA NA 
1	38	NA NA NA 
1	113	NA NA NA 
1	113	NA NA NA 
1	88	NA NA NA 
1	81	NA NA NA 
1	90	NA NA NA 
1	87	NA NA NA 
1	86	NA NA NA 
1	87	NA NA NA 
1	81	NA NA NA 
1	87	NA NA NA 
1	87	NA NA NA 
1	113	NA NA NA 
1	97	NA NA NA 
1	88	NA NA NA 
1	88	NA NA NA 
1	77	NA NA NA 
1	98	NA NA NA 
1	18	NA NA NA 
1	72	NA NA NA 
1	87	NA NA NA 
1	98	NA NA NA 
1	88	NA NA NA 
1	88	NA NA NA 
1	86	NA NA NA 
1	86	NA NA NA 
1	77	NA NA NA 
1	87	NA NA NA 
1	87	NA NA NA 
1	77	NA NA NA 
1	88	NA NA NA 
1	88	NA NA NA 
1	88	NA NA NA 
1	72	NA NA NA 
1	72	NA NA NA 
2	88	113	NA NA 
1	113	NA NA NA 
1	18	NA NA NA 
1	20	NA NA NA 
1	86	NA NA NA 
1	88	NA NA NA 
1	36	NA NA NA 
1	90	NA NA NA 
1	51	NA NA NA 
1	90	NA NA NA 
1	97	NA NA NA 
2	25	113	NA NA 
1	113	NA NA NA 
1	86	NA NA NA 
1	88	NA NA NA 
1	86	NA NA NA 
2	38	81	NA NA 
1	81	NA NA NA 
2	13	87	NA NA 
1	87	NA NA NA 
1	86	NA NA NA 
1	86	NA NA NA 
2	74	77	NA NA 
1	87	NA NA NA 
1	97	NA NA NA 
1	77	NA NA NA 
2	62	90	NA NA 
1	87	NA NA NA 
3	17	77	121	NA 
1	77	NA NA NA 
1	88	NA NA NA 
1	86	NA NA NA 
