snp	 s0	s1	s2	s3	
1	23	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	171	NA NA NA 
1	98	NA NA NA 
1	49	NA NA NA 
1	38	NA NA NA 
0	NA NA NA NA 
2	18	81	NA NA 
0	NA NA NA NA 
2	43	83	NA NA 
1	57	NA NA NA 
2	43	97	NA NA 
1	91	NA NA NA 
0	NA NA NA NA 
2	43	94	NA NA 
2	21	28	NA NA 
3	16	107	160	NA 
2	78	84	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	38	NA NA NA 
1	30	NA NA NA 
4	12	43	159	170	
4	5	28	30	40	
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	4	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	143	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
2	30	54	NA NA 
2	72	188	NA NA 
3	25	108	145	NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	181	NA NA NA 
0	NA NA NA NA 
1	89	NA NA NA 
3	67	165	189	NA 
1	35	NA NA NA 
0	NA NA NA NA 
1	78	NA NA NA 
1	79	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	99	NA NA NA 
1	5	NA NA NA 
0	NA NA NA NA 
1	74	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	90	NA NA NA 
0	NA NA NA NA 
1	75	NA NA NA 
0	NA NA NA NA 
1	78	NA NA NA 
0	NA NA NA NA 
2	72	164	NA NA 
1	49	NA NA NA 
3	0	145	168	NA 
1	35	NA NA NA 
1	55	NA NA NA 
4	10	73	137	155	
1	105	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
4	6	43	98	105	
4	44	50	77	110	
1	72	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	35	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	76	NA NA NA 
1	79	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	98	NA NA NA 
4	97	109	133	134	
2	61	119	NA NA 
2	67	135	NA NA 
2	40	77	NA NA 
2	13	106	NA NA 
4	48	115	125	172	
1	116	NA NA NA 
4	43	115	120	147	
4	50	54	79	150	
3	112	142	154	NA 
2	38	100	NA NA 
1	85	NA NA NA 
3	49	133	176	NA 
0	NA NA NA NA 
1	67	NA NA NA 
0	NA NA NA NA 
1	43	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	84	NA NA NA 
0	NA NA NA NA 
1	61	NA NA NA 
1	30	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	76	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	106	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	49	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
4	25	39	79	97	
0	NA NA NA NA 
2	81	169	NA NA 
2	43	95	NA NA 
1	77	NA NA NA 
1	72	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
2	58	92	NA NA 
2	65	179	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	67	NA NA NA 
0	NA NA NA NA 
2	57	89	NA NA 
1	35	NA NA NA 
0	NA NA NA NA 
1	57	NA NA NA 
0	NA NA NA NA 
1	72	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	73	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	61	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	169	NA NA NA 
1	70	NA NA NA 
3	78	87	169	NA 
1	39	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	86	NA NA NA 
1	112	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
2	70	79	NA NA 
1	38	NA NA NA 
2	84	89	NA NA 
1	58	NA NA NA 
2	10	28	NA NA 
2	169	184	NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
1	65	NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
0	NA NA NA NA 
