snp	 s0	s1	s2	s3	
4	66	69	87	159	
2	159	160	NA NA 
2	126	159	NA NA 
3	113	122	163	NA 
4	1	70	128	149	
3	68	122	166	NA 
4	68	69	136	172	
3	68	72	128	NA 
4	68	72	128	155	
4	71	72	128	145	
4	71	72	128	145	
2	128	145	NA NA 
4	1	78	128	138	
4	71	77	128	138	
4	71	76	132	138	
4	30	56	126	159	
4	60	66	159	168	
4	63	68	122	159	
1	159	NA NA NA 
3	74	159	172	NA 
3	71	126	158	NA 
4	71	82	147	159	
3	71	131	163	NA 
4	71	109	131	163	
4	71	81	105	163	
4	48	71	103	157	
3	138	142	173	NA 
3	66	82	158	NA 
4	56	68	117	158	
2	71	158	NA NA 
4	71	72	75	158	
4	71	72	83	158	
4	24	55	71	159	
3	56	71	159	NA 
4	61	71	107	158	
3	18	66	158	NA 
3	71	72	158	NA 
3	71	127	159	NA 
4	60	68	81	159	
3	68	72	159	NA 
4	68	84	104	159	
2	159	162	NA NA 
2	159	168	NA NA 
3	1	37	158	NA 
1	159	NA NA NA 
2	126	159	NA NA 
3	72	125	159	NA 
2	158	168	NA NA 
3	65	132	158	NA 
4	55	71	168	172	
4	6	62	125	159	
1	159	NA NA NA 
2	87	158	NA NA 
1	158	NA NA NA 
1	158	NA NA NA 
1	159	NA NA NA 
1	159	NA NA NA 
3	8	87	158	NA 
2	94	158	NA NA 
2	85	158	NA NA 
4	66	80	159	160	
2	126	159	NA NA 
4	80	87	98	159	
3	87	98	159	NA 
4	67	68	87	118	
4	68	82	94	116	
4	35	68	80	165	
4	1	64	71	159	
3	1	61	159	NA 
4	1	157	159	163	
3	1	67	159	NA 
4	1	105	126	159	
3	1	34	159	NA 
4	66	120	159	170	
4	64	66	116	159	
4	11	55	66	159	
4	55	68	156	159	
4	70	87	159	168	
2	105	159	NA NA 
2	68	159	NA NA 
4	68	75	76	159	
4	2	68	82	159	
2	72	159	NA NA 
2	68	158	NA NA 
4	61	68	131	158	
4	56	71	110	118	
3	65	71	107	NA 
3	79	158	173	NA 
1	159	NA NA NA 
2	104	163	NA NA 
2	105	166	NA NA 
2	128	142	NA NA 
2	66	69	NA NA 
1	156	NA NA NA 
1	158	NA NA NA 
1	158	NA NA NA 
2	126	159	NA NA 
1	158	NA NA NA 
1	158	NA NA NA 
1	158	NA NA NA 
1	158	NA NA NA 
2	128	139	NA NA 
2	128	145	NA NA 
2	103	138	NA NA 
1	159	NA NA NA 
2	66	159	NA NA 
1	158	NA NA NA 
1	158	NA NA NA 
3	66	72	159	NA 
2	87	158	NA NA 
2	66	159	NA NA 
1	159	NA NA NA 
1	159	NA NA NA 
2	132	157	NA NA 
1	159	NA NA NA 
2	158	161	NA NA 
3	68	88	158	NA 
3	1	76	158	NA 
2	1	159	NA NA 
2	1	159	NA NA 
2	126	159	NA NA 
3	9	87	159	NA 
3	61	87	159	NA 
2	158	162	NA NA 
1	158	NA NA NA 
1	159	NA NA NA 
2	1	159	NA NA 
2	99	159	NA NA 
3	13	83	159	NA 
1	159	NA NA NA 
1	158	NA NA NA 
3	54	85	159	NA 
1	159	NA NA NA 
2	159	174	NA NA 
1	158	NA NA NA 
3	66	87	158	NA 
1	158	NA NA NA 
3	54	71	159	NA 
4	65	68	121	159	
3	68	153	159	NA 
3	87	159	172	NA 
1	159	NA NA NA 
1	159	NA NA NA 
1	158	NA NA NA 
4	108	136	142	150	
3	151	155	170	NA 
4	72	87	94	139	
2	87	159	NA NA 
2	68	159	NA NA 
1	159	NA NA NA 
