snp	 s0	s1	s2	s3	
2	4	9	NA NA 
4	8	40	49	102	
2	7	79	NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
3	7	38	58	NA 
1	5	NA NA NA 
1	8	NA NA NA 
2	9	38	NA NA 
2	7	80	NA NA 
1	8	NA NA NA 
2	5	8	NA NA 
1	4	NA NA NA 
2	3	23	NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
3	2	68	97	NA 
1	5	NA NA NA 
2	2	87	NA NA 
4	5	10	24	87	
1	7	NA NA NA 
1	7	NA NA NA 
1	6	NA NA NA 
2	7	100	NA NA 
1	9	NA NA NA 
1	2	NA NA NA 
3	8	65	66	NA 
1	9	NA NA NA 
2	9	27	NA NA 
2	9	73	NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
2	9	76	NA NA 
4	9	76	100	121	
1	8	NA NA NA 
1	8	NA NA NA 
2	10	76	NA NA 
1	6	NA NA NA 
2	9	27	NA NA 
1	8	NA NA NA 
2	6	76	NA NA 
2	3	65	NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
2	7	80	NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	10	NA NA NA 
1	2	NA NA NA 
1	6	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
2	7	55	NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
2	4	78	NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	3	NA NA NA 
3	7	36	92	NA 
1	9	NA NA NA 
2	8	104	NA NA 
1	8	NA NA NA 
2	3	48	NA NA 
1	7	NA NA NA 
1	3	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	6	NA NA NA 
2	9	95	NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	2	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
2	3	42	NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	10	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
2	8	102	NA NA 
1	10	NA NA NA 
1	5	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
2	8	68	NA NA 
2	8	73	NA NA 
4	8	9	44	76	
1	4	NA NA NA 
1	2	NA NA NA 
1	6	NA NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	2	NA NA NA 
1	10	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
2	4	27	NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
2	8	74	NA NA 
1	9	NA NA NA 
2	6	45	NA NA 
3	9	13	98	NA 
2	7	53	NA NA 
1	4	NA NA NA 
2	9	76	NA NA 
3	9	79	119	NA 
1	6	NA NA NA 
1	7	NA NA NA 
2	7	68	NA NA 
1	2	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
2	9	96	NA NA 
1	9	NA NA NA 
2	8	76	NA NA 
1	10	NA NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	2	NA NA NA 
2	5	6	NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
2	8	9	NA NA 
2	7	59	NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
1	8	NA NA NA 
0	NA NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	2	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	2	NA NA NA 
1	6	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	2	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	3	NA NA NA 
1	7	NA NA NA 
1	3	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
2	9	72	NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	1	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	3	NA NA NA 
1	5	NA NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
1	8	NA NA NA 
2	9	56	NA NA 
2	0	8	NA NA 
2	8	113	NA NA 
2	8	100	NA NA 
2	7	74	NA NA 
1	6	NA NA NA 
1	7	NA NA NA 
4	9	35	57	97	
1	9	NA NA NA 
1	7	NA NA NA 
3	7	27	109	NA 
3	3	66	74	NA 
2	9	114	NA NA 
2	9	15	NA NA 
3	9	73	80	NA 
3	8	42	74	NA 
1	3	NA NA NA 
2	5	69	NA NA 
3	9	54	56	NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
2	9	23	NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
3	9	59	79	NA 
2	5	44	NA NA 
1	9	NA NA NA 
4	5	8	76	91	
1	8	NA NA NA 
2	9	85	NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
2	8	93	NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
2	9	27	NA NA 
2	6	73	NA NA 
4	7	29	40	101	
1	7	NA NA NA 
2	8	45	NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	2	NA NA NA 
1	6	NA NA NA 
2	2	7	NA NA 
1	7	NA NA NA 
2	9	78	NA NA 
1	7	NA NA NA 
2	9	101	NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
1	8	NA NA NA 
2	7	68	NA NA 
1	2	NA NA NA 
1	2	NA NA NA 
2	4	8	NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
2	3	8	NA NA 
3	5	9	76	NA 
1	8	NA NA NA 
2	2	69	NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
3	9	50	73	NA 
1	5	NA NA NA 
2	9	25	NA NA 
1	7	NA NA NA 
1	3	NA NA NA 
3	8	27	98	NA 
2	9	122	NA NA 
3	2	27	52	NA 
1	7	NA NA NA 
3	9	81	98	NA 
4	9	25	32	73	
2	9	80	NA NA 
4	5	43	63	109	
2	9	23	NA NA 
4	4	25	74	76	
1	3	NA NA NA 
3	3	7	73	NA 
4	8	26	78	111	
1	5	NA NA NA 
3	8	62	120	NA 
1	8	NA NA NA 
1	8	NA NA NA 
4	8	10	80	94	
3	5	55	109	NA 
1	7	NA NA NA 
4	8	50	62	114	
1	9	NA NA NA 
1	3	NA NA NA 
2	5	77	NA NA 
2	9	10	NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
2	7	14	NA NA 
4	8	26	81	107	
1	7	NA NA NA 
1	8	NA NA NA 
2	5	38	NA NA 
1	8	NA NA NA 
2	4	72	NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
2	7	76	NA NA 
1	6	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
2	5	80	NA NA 
2	9	27	NA NA 
3	2	62	100	NA 
4	9	44	85	102	
2	8	104	NA NA 
3	7	40	105	NA 
3	9	26	85	NA 
1	8	NA NA NA 
4	7	60	67	76	
1	9	NA NA NA 
2	9	102	NA NA 
2	7	108	NA NA 
2	8	36	NA NA 
1	10	NA NA NA 
1	10	NA NA NA 
4	5	25	76	82	
1	6	NA NA NA 
3	7	100	108	NA 
4	4	7	39	97	
2	8	76	NA NA 
4	8	76	79	96	
1	3	NA NA NA 
3	5	21	54	NA 
4	5	10	20	98	
1	5	NA NA NA 
2	2	73	NA NA 
3	8	12	81	NA 
1	4	NA NA NA 
1	5	NA NA NA 
4	2	6	23	93	
3	6	7	8	NA 
4	5	100	105	117	
4	2	93	108	117	
1	7	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
2	7	8	NA NA 
2	9	76	NA NA 
2	9	73	NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
2	9	76	NA NA 
1	7	NA NA NA 
2	5	82	NA NA 
2	7	8	NA NA 
1	3	NA NA NA 
2	9	73	NA NA 
2	8	111	NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
2	9	10	NA NA 
2	9	101	NA NA 
2	2	5	NA NA 
1	9	NA NA NA 
2	0	8	NA NA 
4	7	8	12	94	
1	5	NA NA NA 
1	6	NA NA NA 
4	9	62	71	100	
2	9	71	NA NA 
1	5	NA NA NA 
2	5	14	NA NA 
1	6	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	5	NA NA NA 
2	7	88	NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
2	4	8	NA NA 
3	8	32	83	NA 
4	2	16	73	85	
2	3	77	NA NA 
2	9	50	NA NA 
1	8	NA NA NA 
3	3	52	85	NA 
2	9	75	NA NA 
2	7	85	NA NA 
1	9	NA NA NA 
2	7	31	NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	3	NA NA NA 
1	6	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
2	8	92	NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
2	9	76	NA NA 
3	5	37	94	NA 
1	9	NA NA NA 
2	5	70	NA NA 
2	7	76	NA NA 
2	5	6	NA NA 
1	6	NA NA NA 
1	1	NA NA NA 
2	1	9	NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
2	8	76	NA NA 
4	6	55	68	107	
2	7	8	NA NA 
4	0	7	58	75	
1	9	NA NA NA 
1	7	NA NA NA 
2	3	106	NA NA 
1	10	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
4	5	34	41	76	
1	2	NA NA NA 
1	5	NA NA NA 
3	7	76	87	NA 
1	7	NA NA NA 
2	8	53	NA NA 
2	7	76	NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
2	8	79	NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	3	NA NA NA 
1	2	NA NA NA 
1	9	NA NA NA 
2	9	112	NA NA 
1	4	NA NA NA 
2	6	8	NA NA 
2	5	36	NA NA 
1	8	NA NA NA 
2	8	42	NA NA 
1	8	NA NA NA 
4	5	48	73	84	
2	5	73	NA NA 
3	7	15	50	NA 
1	4	NA NA NA 
2	9	40	NA NA 
2	3	101	NA NA 
3	8	72	107	NA 
2	9	43	NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
2	6	9	NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
2	3	70	NA NA 
1	8	NA NA NA 
2	8	9	NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
3	10	25	81	NA 
4	7	35	38	102	
2	7	26	NA NA 
4	8	9	60	65	
1	7	NA NA NA 
2	8	41	NA NA 
4	5	27	52	95	
3	5	43	69	NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
3	5	70	77	NA 
3	8	78	94	NA 
4	8	19	76	105	
4	8	76	85	107	
3	8	73	83	NA 
3	9	21	60	NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
2	9	77	NA NA 
4	3	78	80	87	
4	2	6	9	77	
3	9	34	86	NA 
4	8	41	53	122	
1	7	NA NA NA 
3	8	68	93	NA 
1	8	NA NA NA 
2	9	10	NA NA 
1	7	NA NA NA 
4	3	26	65	94	
3	9	76	103	NA 
3	3	76	82	NA 
1	8	NA NA NA 
2	5	58	NA NA 
2	7	49	NA NA 
3	7	73	110	NA 
4	9	76	101	112	
2	2	8	NA NA 
2	5	74	NA NA 
2	3	107	NA NA 
4	2	19	23	53	
1	7	NA NA NA 
1	9	NA NA NA 
2	7	22	NA NA 
4	10	48	49	85	
2	8	73	NA NA 
1	5	NA NA NA 
2	7	74	NA NA 
3	7	9	19	NA 
1	9	NA NA NA 
2	8	27	NA NA 
2	9	25	NA NA 
2	4	26	NA NA 
1	7	NA NA NA 
3	6	37	115	NA 
2	8	76	NA NA 
2	8	43	NA NA 
2	9	14	NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
2	9	38	NA NA 
2	9	80	NA NA 
1	6	NA NA NA 
2	9	115	NA NA 
1	8	NA NA NA 
3	8	12	78	NA 
2	7	87	NA NA 
1	6	NA NA NA 
1	5	NA NA NA 
4	5	76	79	80	
1	8	NA NA NA 
2	6	73	NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	3	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	10	NA NA NA 
3	9	100	110	NA 
1	8	NA NA NA 
1	6	NA NA NA 
1	9	NA NA NA 
1	4	NA NA NA 
1	3	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
1	5	NA NA NA 
1	5	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
1	2	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
2	5	101	NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	2	NA NA NA 
1	6	NA NA NA 
1	2	NA NA NA 
3	5	43	85	NA 
2	9	57	NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
1	10	NA NA NA 
1	9	NA NA NA 
1	3	NA NA NA 
1	8	NA NA NA 
2	9	27	NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
2	7	59	NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
2	9	109	NA NA 
1	3	NA NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
1	1	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	8	NA NA NA 
1	2	NA NA NA 
1	6	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
1	2	NA NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
2	7	9	NA NA 
1	3	NA NA NA 
2	5	119	NA NA 
1	7	NA NA NA 
2	8	80	NA NA 
1	9	NA NA NA 
2	5	12	NA NA 
1	7	NA NA NA 
2	7	80	NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
1	3	NA NA NA 
2	8	80	NA NA 
1	3	NA NA NA 
1	6	NA NA NA 
2	10	80	NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
2	7	76	NA NA 
1	10	NA NA NA 
2	1	9	NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
2	5	9	NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
2	5	101	NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
3	9	24	72	NA 
2	8	75	NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
3	2	5	116	NA 
1	9	NA NA NA 
2	9	81	NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	4	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
2	8	77	NA NA 
1	2	NA NA NA 
1	8	NA NA NA 
3	5	48	74	NA 
1	9	NA NA NA 
3	9	93	94	NA 
1	7	NA NA NA 
3	5	76	103	NA 
3	9	92	97	NA 
1	8	NA NA NA 
2	5	87	NA NA 
1	5	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
2	9	24	NA NA 
3	2	56	59	NA 
3	9	53	70	NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
2	7	115	NA NA 
3	2	4	30	NA 
1	6	NA NA NA 
1	3	NA NA NA 
1	9	NA NA NA 
1	5	NA NA NA 
1	8	NA NA NA 
4	3	4	8	89	
3	5	12	58	NA 
2	5	41	NA NA 
2	2	73	NA NA 
4	7	73	91	104	
2	8	93	NA NA 
1	5	NA NA NA 
2	9	36	NA NA 
2	7	79	NA NA 
1	9	NA NA NA 
1	3	NA NA NA 
3	4	5	76	NA 
1	8	NA NA NA 
2	8	72	NA NA 
3	7	52	75	NA 
3	5	24	40	NA 
3	5	25	77	NA 
1	8	NA NA NA 
3	9	95	108	NA 
2	9	102	NA NA 
2	7	57	NA NA 
3	9	95	118	NA 
4	8	47	57	120	
2	5	81	NA NA 
2	5	73	NA NA 
2	5	96	NA NA 
2	9	120	NA NA 
1	3	NA NA NA 
2	5	68	NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
1	3	NA NA NA 
1	8	NA NA NA 
1	3	NA NA NA 
4	9	23	76	77	
1	10	NA NA NA 
2	8	61	NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	10	NA NA NA 
1	9	NA NA NA 
4	8	73	85	101	
4	6	34	65	85	
1	6	NA NA NA 
2	6	115	NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
1	1	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
0	NA NA NA NA 
1	6	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
4	8	79	83	120	
2	6	38	NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
1	7	NA NA NA 
3	7	31	73	NA 
1	8	NA NA NA 
2	7	23	NA NA 
1	7	NA NA NA 
2	6	71	NA NA 
1	8	NA NA NA 
3	5	24	69	NA 
4	8	38	93	106	
2	5	8	NA NA 
1	8	NA NA NA 
3	9	81	83	NA 
2	7	69	NA NA 
4	3	4	8	76	
2	6	9	NA NA 
1	7	NA NA NA 
2	5	99	NA NA 
1	7	NA NA NA 
3	1	3	74	NA 
1	8	NA NA NA 
1	8	NA NA NA 
2	8	82	NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
2	9	73	NA NA 
1	8	NA NA NA 
1	3	NA NA NA 
1	5	NA NA NA 
1	6	NA NA NA 
3	8	104	110	NA 
1	8	NA NA NA 
2	8	76	NA NA 
2	2	74	NA NA 
2	10	73	NA NA 
3	8	73	102	NA 
3	8	73	97	NA 
1	8	NA NA NA 
2	6	9	NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	8	NA NA NA 
2	8	59	NA NA 
1	10	NA NA NA 
1	5	NA NA NA 
1	8	NA NA NA 
2	8	64	NA NA 
1	5	NA NA NA 
2	9	44	NA NA 
3	9	76	104	NA 
1	6	NA NA NA 
1	8	NA NA NA 
2	7	42	NA NA 
4	6	22	76	87	
4	6	76	89	103	
3	7	69	83	NA 
3	8	29	69	NA 
3	9	114	122	NA 
3	7	69	87	NA 
1	8	NA NA NA 
2	7	69	NA NA 
1	7	NA NA NA 
1	1	NA NA NA 
2	6	76	NA NA 
3	9	73	92	NA 
1	9	NA NA NA 
4	9	14	17	76	
2	3	76	NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
2	6	8	NA NA 
2	9	112	NA NA 
2	7	23	NA NA 
2	4	73	NA NA 
1	5	NA NA NA 
1	2	NA NA NA 
1	7	NA NA NA 
1	6	NA NA NA 
1	73	NA NA NA 
1	9	NA NA NA 
2	6	49	NA NA 
2	3	26	NA NA 
1	5	NA NA NA 
2	8	59	NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
2	9	106	NA NA 
1	2	NA NA NA 
2	5	77	NA NA 
2	9	23	NA NA 
1	8	NA NA NA 
3	7	9	74	NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
1	10	NA NA NA 
1	2	NA NA NA 
2	7	18	NA NA 
1	9	NA NA NA 
2	10	64	NA NA 
4	8	12	22	54	
1	9	NA NA NA 
1	8	NA NA NA 
2	3	68	NA NA 
2	10	39	NA NA 
3	8	69	110	NA 
4	8	9	26	73	
4	3	80	95	99	
2	9	77	NA NA 
4	9	55	83	94	
1	2	NA NA NA 
4	8	22	23	101	
4	9	78	109	121	
1	7	NA NA NA 
1	5	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
2	9	66	NA NA 
1	9	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
1	9	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
1	6	NA NA NA 
1	8	NA NA NA 
1	5	NA NA NA 
2	9	68	NA NA 
2	7	86	NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	6	NA NA NA 
1	6	NA NA NA 
1	7	NA NA NA 
1	8	NA NA NA 
1	9	NA NA NA 
2	9	72	NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
3	6	94	97	NA 
2	7	76	NA NA 
3	2	37	81	NA 
1	8	NA NA NA 
3	9	73	85	NA 
3	9	40	87	NA 
2	7	112	NA NA 
2	7	8	NA NA 
2	8	9	NA NA 
1	4	NA NA NA 
1	9	NA NA NA 
1	7	NA NA NA 
2	8	79	NA NA 
3	3	75	94	NA 
2	8	113	NA NA 
4	7	43	76	98	
2	7	112	NA NA 
1	9	NA NA NA 
2	6	44	NA NA 
1	3	NA NA NA 
3	5	58	103	NA 
3	8	9	10	NA 
2	9	73	NA NA 
4	9	22	77	113	
1	7	NA NA NA 
1	8	NA NA NA 
1	7	NA NA NA 
2	8	85	NA NA 
2	8	58	NA NA 
2	8	109	NA NA 
2	8	96	NA NA 
2	5	78	NA NA 
2	2	93	NA NA 
1	5	NA NA NA 
2	8	10	NA NA 
2	8	71	NA NA 
3	7	75	96	NA 
2	9	73	NA NA 
2	5	96	NA NA 
2	5	13	NA NA 
3	6	22	76	NA 
1	7	NA NA NA 
2	8	87	NA NA 
3	2	52	54	NA 
